Glottocode,LanguageName,macroarea,family_name,latitude,longitude,total_phonemes,n_consonants,n_vowels,n_tones,has_click,has_tone_segment,n_nasal_phonemes,consonant_ratio,vowel_ratio
samb1305,Samba Leko,Africa,Atlantic-Congo,8.19236,11.7366,34,22,9,3,False,True,4,0.6471,0.2647
samo1303,Samo,Papunesia,East Strickland,-6.15496,142.195,18,12,6,0,False,False,1,0.6667,0.3333
samr1245,Samre,Eurasia,Bookkeeping,13.479,103.978,41,20,21,0,False,False,4,0.4878,0.5122
sang1328,Sango,Africa,Atlantic-Congo,6.78584,20.1702,44,26,12,6,False,True,9,0.5909,0.2727
sanj1284,"Tlacolula Valley Zapotec; Western Tlacolula Zapotec; Zapotec, San Juan Guelavía",North America,Otomanguean,17.0332,-96.5967,45,27,18,0,False,False,6,0.6,0.4
sanm1287,HUAVE,North America,Huavean,16.2129,-95.0077,28,22,6,0,False,False,2,0.7857,0.2143
sanm1289,San Martin Quechua,South America,Quechuan,-6.9582,-76.6608,18,15,3,0,False,False,3,0.8333,0.1667
sanm1295,Mixtec,North America,Otomanguean,17.046881,-97.622482,32,19,10,3,False,True,9,0.5938,0.3125
sanm1298,Itunyoso Trique,North America,Otomanguean,17.2428,-97.9202,48,31,8,9,False,True,7,0.6458,0.1667
sans1269,Sanskrit,Eurasia,Indo-European,20.0,77.0,45,37,8,0,False,False,5,0.8222,0.1778
sant1410,Santali,Eurasia,Austroasiatic,25.0317,87.8185,57,26,31,0,False,False,10,0.4561,0.5439
sant1432,Santiago del Estero Quechua,South America,Quechuan,-27.821,-63.2466,25,20,5,0,False,False,3,0.8,0.2
sanu1240,Sanömá of Kolulu,South America,Yanomamic,4.5,-64.5,31,10,21,0,False,False,9,0.3226,0.6774
saop1235,"Kaingáng, São Paulo",South America,Nuclear-Macro-Je,-21.771882,-50.429849,27,13,14,0,False,False,9,0.4815,0.5185
saot1239,Saotomense,Africa,Indo-European,0.28332,6.61935,29,17,12,0,False,False,7,0.5862,0.4138
sasa1249,Sasak,Papunesia,Austronesian,-8.58349,116.284,30,19,11,0,False,False,4,0.6333,0.3667
sata1237,Satawalese,Papunesia,Austronesian,7.36084,147.038,42,29,13,0,False,False,8,0.6905,0.3095
sate1243,Sateré-Mawé,South America,Tupian,-3.63897,-56.8749,27,12,15,0,False,False,7,0.4444,0.5556
saur1248,Kanigke:rgotti,Eurasia,Indo-European,9.99172,77.9427,42,32,10,0,False,False,4,0.7619,0.2381
saur1249,Malto,Eurasia,Dravidian,24.8124,87.6432,34,24,10,0,False,False,4,0.7059,0.2941
saxw1241,"Saxwe, Gbe",Africa,Atlantic-Congo,6.58269,1.92015,38,24,12,2,False,True,8,0.6316,0.3158
saya1246,Syan,Africa,Afro-Asiatic,9.69441,9.71748,54,39,12,3,False,True,7,0.7222,0.2222
sayu1241,Popoluca de Sayula,North America,Mixe-Zoque,17.8606,-94.9531,25,19,6,0,False,False,2,0.76,0.24
scot1243,Scots,Eurasia,Indo-European,55.886945,-3.710133,37,24,13,0,False,False,3,0.6486,0.3514
scot1245,Scottish Gaelic,Eurasia,Indo-European,56.7574,-5.24366,82,33,49,0,False,False,20,0.4024,0.5976
seba1251,Gyeto,Africa,Afro-Asiatic,8.11879,37.9891,45,39,6,0,False,False,6,0.8667,0.1333
seco1241,Secoya,South America,Tucanoan,-0.459785,-75.5547,26,14,12,0,False,False,8,0.5385,0.4615
seda1262,SEDANG,Eurasia,Austroasiatic,14.7793,108.027,55,41,14,0,False,False,12,0.7455,0.2545
seim1238,Seimat,Papunesia,Austronesian,-1.2666667,144.25,28,11,17,0,False,False,8,0.3929,0.6071
sekp1241,Likpe,Africa,Atlantic-Congo,7.16751,0.5886,31,19,9,3,False,True,9,0.6129,0.2903
sela1259,Selaru,Papunesia,Austronesian,-8.18376,130.961,19,14,5,0,False,False,2,0.7368,0.2632
sele1249,Sele,Africa,Atlantic-Congo,7.17462,0.42458,33,18,12,3,False,True,12,0.5455,0.3636
sele1250,Selepet,Papunesia,Nuclear Trans New Guinea,-6.03532,147.234,21,15,6,0,False,False,3,0.7143,0.2857
selk1253,Taz Selkup,Eurasia,Uralic,59.9409,82.3004,41,16,25,0,False,False,4,0.3902,0.6098
seme1247,Semelai,Eurasia,Austroasiatic,2.82799,102.806,50,32,18,0,False,False,18,0.64,0.36
sena1262,Senoufo,Africa,Atlantic-Congo,10.4987,-5.28216,51,19,28,4,False,True,15,0.3725,0.549
sene1264,Seneca,North America,Iroquoian,42.56,-77.53,27,11,16,0,False,False,6,0.4074,0.5926
sera1259,Siraiki,Eurasia,Indo-European,29.5534,71.906,82,48,34,0,False,False,17,0.5854,0.4146
serb1264,Serbian,Eurasia,Indo-European,44.3238,21.9192,34,24,10,0,False,False,3,0.7059,0.2941
sere1260,Sereer,Africa,Atlantic-Congo,13.8941,-16.3916,43,33,10,0,False,False,4,0.7674,0.2326
serr1255,Serrano,North America,Uto-Aztecan,33.9479,-116.772,39,30,9,0,False,False,6,0.7692,0.2308
sgaw1245,Karen,Eurasia,Sino-Tibetan,17.9872,97.7126,39,27,9,3,False,True,4,0.6923,0.2308
shan1277,Shan,Eurasia,Tai-Kadai,21.5995,98.0342,34,24,10,0,False,False,3,0.7059,0.2941
shan1282,Shanga,Africa,Mande,11.2752,4.41464,37,22,12,3,False,True,9,0.5946,0.3243
shan1283,Shanenawa,South America,Pano-Tacanan,-8.00919,-73.3264,18,14,4,0,False,False,2,0.7778,0.2222
shar1245,Sharanawa,South America,Pano-Tacanan,-9.8626,-71.1232,23,15,8,0,False,False,6,0.6522,0.3478
shas1239,SHASTA,North America,Shastan,41.7587,-122.738,21,17,4,0,False,False,2,0.8095,0.1905
shaw1249,Shawnee,North America,Algic,40.0,-83.0,19,13,6,0,False,False,2,0.6842,0.3158
sheh1240,Jibbali,Eurasia,Afro-Asiatic,17.29154,53.99526,38,30,8,0,False,False,2,0.7895,0.2105
sher1255,Solu Sherpa,Eurasia,Sino-Tibetan,27.674,86.9994,50,34,16,0,False,False,12,0.68,0.32
sher1258,Sherbro,Africa,Atlantic-Congo,7.77585,-12.7405,31,24,7,0,False,False,4,0.7742,0.2258
shil1265,Shilluk,Africa,Nilotic,9.85472,31.7926,54,25,26,3,False,True,5,0.463,0.4815
shin1264,Shina,Eurasia,Indo-European,34.6515,75.287,48,35,13,0,False,False,4,0.7292,0.2708
ship1255,Shipibo,South America,Pano-Tacanan,-7.17105,-74.8219,24,16,8,0,False,False,2,0.6667,0.3333
shix1238,Shixing,Eurasia,Sino-Tibetan,28.3895,100.4,88,51,37,0,False,False,16,0.5795,0.4205
shon1251,Shona,Africa,Atlantic-Congo,-17.20849,29.75725,42,37,5,0,False,False,4,0.881,0.119
shua1257,Jivaro,South America,Chicham,-3.45136,-78.1892,24,16,8,0,False,False,7,0.6667,0.3333
shum1243,Labrang Tibetan,Eurasia,Sino-Tibetan,31.6862,78.3865,50,44,6,0,False,False,4,0.88,0.12
shus1248,SHUSWAP,North America,Salishan,50.8734,-119.667,42,37,5,0,False,False,4,0.881,0.119
shwa1239,Cwaya,Africa,Heibanic,11.2708,30.3533,38,25,10,3,False,True,4,0.6579,0.2632
siar1238,Siar-Lak,Papunesia,Austronesian,-4.62059,152.892,22,15,7,0,False,False,3,0.6818,0.3182
sich1238,Nuosu,Eurasia,Sino-Tibetan,28.1947,102.121,74,58,16,0,False,False,8,0.7838,0.2162
sida1246,Sidaama; Sidamo; Sidamic,Africa,Afro-Asiatic,6.74176,38.3729,35,25,10,0,False,False,3,0.7143,0.2857
sikk1242,Denjongka,Eurasia,Sino-Tibetan,27.85795,88.59153,65,37,28,0,False,False,15,0.5692,0.4308
siks1238,Blackfoot,North America,Algic,49.0669,-113.109,23,11,12,0,False,False,2,0.4783,0.5217
silt1240,Silt'i,Africa,Afro-Asiatic,7.77004,38.1449,56,46,10,0,False,False,6,0.8214,0.1786
sind1272,Sindhi,Eurasia,Indo-European,26.0,69.0,64,47,17,0,False,False,14,0.7344,0.2656
sinh1246,Sinhalese,Eurasia,Indo-European,8.0,81.0,53,37,16,0,False,False,9,0.6981,0.3019
sion1247,SIONA,South America,Tucanoan,0.31733,-76.0237,30,18,12,0,False,False,8,0.6,0.4
sipa1247,Sipakapense Maya,North America,Mayan,15.23054,-91.7041,32,22,10,0,False,False,2,0.6875,0.3125
siri1273,Sirionó,South America,Tupian,-15.5298,-63.9688,30,18,12,0,False,False,11,0.6,0.4
siri1274,Siriano,South America,Tucanoan,0.436515,-70.184,23,11,12,0,False,False,6,0.4783,0.5217
siss1242,Sissala,Africa,Atlantic-Congo,11.0916,-2.38217,51,22,27,2,False,True,13,0.4314,0.5294
siwi1239,Siwi,Africa,Afro-Asiatic,29.200415,25.519627,38,26,12,0,False,False,3,0.6842,0.3158
siwu1238,Siwu,Africa,Atlantic-Congo,7.23811,0.44362,37,20,14,3,False,True,10,0.5405,0.3784
skol1241,Skolt Saami,Eurasia,Uralic,68.8326,29.7204,75,51,24,0,False,False,6,0.68,0.32
slov1268,Slovene,Eurasia,Indo-European,46.2543,14.7766,37,21,16,0,False,False,2,0.5676,0.4324
slov1269,Slovak,Eurasia,Indo-European,48.545705,18.78479,45,30,15,0,False,False,3,0.6667,0.3333
soch1239,Sochiapan Chinantec,North America,Otomanguean,17.7985,-96.6079,37,16,14,7,False,True,10,0.4324,0.3784
sodd1242,Soddo,Africa,Afro-Asiatic,8.33561,38.4763,40,33,7,0,False,False,4,0.825,0.175
soma1255,Somali,Africa,Afro-Asiatic,4.778704,45.152856,52,30,20,2,False,True,3,0.5769,0.3846
soni1259,Sooninke,Africa,Mande,13.1273,-11.7178,52,34,14,4,False,True,11,0.6538,0.2692
sooo1256,Soo,Africa,Kuliak,2.58367,34.7595,27,17,10,0,False,False,4,0.6296,0.3704
soqo1240,SOCOTRI,Eurasia,Afro-Asiatic,12.4892,53.9168,33,27,6,0,False,False,2,0.8182,0.1818
sora1254,Soːra,Eurasia,Austroasiatic,19.1213,84.19,31,21,10,0,False,False,6,0.6774,0.3226
sout2436,Southwestern Pashto,Eurasia,Indo-European,37.17,68.25,33,26,7,0,False,False,3,0.7879,0.2121
sout2642,Southern Balochi,Eurasia,Indo-European,26.0,64.0,32,24,8,0,False,False,2,0.75,0.25
sout2672,Southeastern Pashayi,Eurasia,Indo-European,34.43099,70.30351,38,27,11,0,False,False,3,0.7105,0.2895
sout2674,SAAMI,Eurasia,Uralic,62.8801,13.7006,45,39,6,0,False,False,7,0.8667,0.1333
sout2679,Võro,Eurasia,Uralic,57.85,27.0,44,26,18,0,False,False,4,0.5909,0.4091
sout2697,South Azerbaijani,Eurasia,Turkic,36.5137,48.4302,33,24,9,0,False,False,2,0.7273,0.2727
sout2729,Southern Pumi,Eurasia,Sino-Tibetan,27.8408,100.622,60,43,17,0,False,False,8,0.7167,0.2833
sout2746,Southern Tai,Eurasia,Tai-Kadai,6.85668,99.7031,35,22,13,0,False,False,3,0.6286,0.3714
sout2750,Kolyma Yukaghir,Eurasia,Yukaghir,64.218,154.375,36,20,16,0,False,False,4,0.5556,0.4444
sout2770,Ngunawal,Australia,Pama-Nyungan,-36.30008261,148.7238073,25,19,6,0,False,False,6,0.76,0.24
sout2771,Djirringany,Australia,Pama-Nyungan,-37.06227181,149.7169306,25,19,6,0,False,False,6,0.76,0.24
sout2774,Ijo de l'est; Eastern Ijo,Africa,Ijoid,4.44235,6.32192,44,24,18,2,False,True,12,0.5455,0.4091
sout2789,Dagaare,Africa,Atlantic-Congo,10.4226,-2.52265,54,24,27,3,False,True,14,0.4444,0.5
sout2790,Birifor,Africa,Atlantic-Congo,9.2873,-2.72672,47,20,27,0,False,False,12,0.4255,0.5745
sout2795,Nouni,Africa,Atlantic-Congo,11.5186,-2.14385,60,38,18,4,False,True,14,0.6333,0.3
sout2807,Sesotho,Africa,Atlantic-Congo,-28.78,27.89,44,35,9,0,True,False,4,0.7955,0.2045
sout2828,Madi,Africa,Central Sudanic,2.8735,31.25,56,44,9,3,False,True,5,0.7857,0.1607
sout2832,Luanyjang Dinka,Africa,Nilotic,8.81115,28.0613,63,20,39,4,False,True,5,0.3175,0.619
sout2833,"Dinka, South Central",Africa,Nilotic,6.7307,30.3021,60,20,37,3,False,True,5,0.3333,0.6167
sout2840,Bobo,Africa,Mande,11.5409,-4.26497,38,19,19,0,False,False,9,0.5,0.5
sout2844,Samo de Toma,Africa,Mande,12.713,-2.9052,22,14,8,0,False,False,2,0.6364,0.3636
sout2856,South Efate,Papunesia,Austronesian,-17.7006,168.377,20,15,5,0,False,False,4,0.75,0.25
sout2895,Southern Nuautl,Papunesia,Austronesian,-3.23411,129.148,17,12,5,0,False,False,2,0.7059,0.2941
sout2918,Southern Sama,Papunesia,Austronesian,4.755836,119.483887,23,17,6,0,False,False,4,0.7391,0.2609
sout2949,SOUTHERN KIWAI,Papunesia,Kiwaian,-8.64889,143.244,19,12,7,0,False,False,2,0.6316,0.3684
sout2956,Haida,North America,Haida,53.2616,-132.008,50,47,3,0,False,False,6,0.94,0.06
sout2965,Salish,North America,Salishan,47.263,-122.141,43,36,7,0,False,False,2,0.8372,0.1628
sout2982,Pomo,North America,Pomoan,38.9354,-122.599,38,27,11,0,False,False,2,0.7105,0.2895
sout2985,SIERRA MIWOK,North America,Miwok-Costanoan,38.2363,-120.507,21,15,6,0,False,False,3,0.7143,0.2857
sout2991,Quechua,South America,Quechuan,-20.9201,-66.3331,37,32,5,0,False,False,3,0.8649,0.1351
sout2994,SOUTHERN NAMBIQUARA,South America,Nambiquaran,-14.3707,-59.5187,42,24,18,0,False,False,10,0.5714,0.4286
spit1240,Spiti Tibetan,Eurasia,Sino-Tibetan,32.526,77.833,40,33,7,0,False,False,4,0.825,0.175
spok1245,Spokan,North America,Salishan,47.9087,-118.062,39,34,5,0,False,False,4,0.8718,0.1282
squa1248,Squamish,North America,Salishan,49.3231,-123.014,37,30,7,0,False,False,2,0.8108,0.1892
stan1288,Spanish,Eurasia,Indo-European,40.4414,-1.11788,45,19,26,0,False,False,3,0.4222,0.5778
stan1289,Catalan,Eurasia,Indo-European,41.453,1.569,39,23,16,0,False,False,4,0.5897,0.4103
stan1290,French,Eurasia,Indo-European,48.0,2.0,40,23,17,0,False,False,8,0.575,0.425
stan1293,English (New Zealand),Eurasia,Indo-European,53.0,-1.0,45,24,21,0,False,False,3,0.5333,0.4667
stan1295,GERMAN,Eurasia,Indo-European,48.649,12.4676,40,21,19,0,False,False,3,0.525,0.475
stan1306,Malay,Eurasia,Austronesian,3.08896,101.699,27,21,6,0,False,False,4,0.7778,0.2222
stan1318,Arabic,Eurasia,Afro-Asiatic,27.9625,43.8525,37,29,8,0,False,False,2,0.7838,0.2162
stan1325,Latvian,Eurasia,Indo-European,57.0,24.0,42,26,16,0,False,False,3,0.619,0.381
stod1241,Tod Tibetan,Eurasia,Sino-Tibetan,32.497,77.116,41,35,6,0,False,False,4,0.8537,0.1463
suba1252,Kisimbiti,Africa,Atlantic-Congo,-1.103296,34.268,39,23,14,2,False,True,4,0.5897,0.359
subi1246,Subiya,Africa,Atlantic-Congo,-17.5696,24.8867,51,46,5,0,False,False,8,0.902,0.098
suda1236,Arabe,Africa,Afro-Asiatic,17.8021,33.3179,60,52,8,0,False,False,4,0.8667,0.1333
suen1241,SUENA,Papunesia,Nuclear Trans New Guinea,-7.76339,147.534,18,13,5,0,False,False,2,0.7222,0.2778
suga1248,Nizaa,Africa,Atlantic-Congo,7.12906,12.3779,90,58,23,9,False,True,16,0.6444,0.2556
suii1243,Sui,Eurasia,Tai-Kadai,24.0488,106.563,61,46,15,0,False,False,12,0.7541,0.2459
suku1261,Sukuma,Africa,Atlantic-Congo,-3.16082,32.8765,55,36,14,5,False,True,8,0.6545,0.2545
sumb1240,Sisumbwa,Africa,Atlantic-Congo,-3.47335,31.9457,29,17,10,2,False,True,2,0.5862,0.3448
sumi1235,Sema,Eurasia,Sino-Tibetan,25.9996,94.4235,49,35,11,3,False,True,8,0.7143,0.2245
sund1252,Sundanese,Papunesia,Austronesian,-6.89708,107.106,26,19,7,0,False,False,4,0.7308,0.2692
suri1267,Suri,Africa,Surmic,6.03205,35.0823,31,22,7,2,False,True,4,0.7097,0.2258
surs1246,Sursurunga,Papunesia,Austronesian,-3.99078,152.768,21,15,6,0,False,False,3,0.7143,0.2857
suru1262,Suruí,South America,Tupian,-11.0989,-61.2818,29,19,10,0,False,False,9,0.6552,0.3448
suru1263,Suruahá,South America,Arawan,-6.82525,-66.3146,23,18,5,0,False,False,3,0.7826,0.2174
susu1250,Soso,Africa,Mande,10.4046,-13.3628,35,21,14,0,False,False,4,0.6,0.4
suya1243,Tapayuna,South America,Nuclear-Macro-Je,-11.5178,-53.0743,31,15,16,0,False,False,10,0.4839,0.5161
svan1243,Svan,Eurasia,Kartvelian,42.9134,42.5915,47,30,17,0,False,False,2,0.6383,0.3617
swah1253,Swahili,Africa,Atlantic-Congo,-8.25605,37.624,36,31,5,0,False,False,6,0.8611,0.1389
swed1254,Swedish,Eurasia,Indo-European,59.800634,17.389526,35,18,17,0,False,False,3,0.5143,0.4857
swis1247,Swiss German,Eurasia,Indo-European,47.0516,8.46419,55,26,29,0,False,False,3,0.4727,0.5273
sydn1236,Eora,Australia,Pama-Nyungan,-33.52925837,150.3490464,19,16,3,0,False,False,5,0.8421,0.1579
taba1266,Chontal,North America,Mayan,18.1713,-92.7367,37,25,12,0,False,False,8,0.6757,0.3243
taca1256,TACANA,South America,Pano-Tacanan,-13.39249,-68.04056,22,18,4,0,False,False,2,0.8182,0.1818
tach1250,Tashlhiyt Berber,Africa,Afro-Asiatic,29.7854,-7.77879,69,66,3,0,False,False,4,0.9565,0.0435
tada1238,Tadaksahak,Africa,Songhay,16.685,2.32653,70,59,11,0,False,False,8,0.8429,0.1571
taga1270,Tagalog,Papunesia,Austronesian,14.06,121.747,28,18,10,0,False,False,3,0.6429,0.3571
tagw1240,Tagwana,Africa,Atlantic-Congo,8.67053,-5.17372,45,23,22,0,False,False,15,0.5111,0.4889
taha1241,TAMASHEQ,Africa,Afro-Asiatic,22.5908,8.73169,37,25,12,0,False,False,3,0.6757,0.3243
taid1248,Tay Yo,Eurasia,Tai-Kadai,19.1801,104.938,34,21,13,0,False,False,4,0.6176,0.3824
taid1249,Tay Daeng,Eurasia,Tai-Kadai,20.4559,104.625,35,20,15,0,False,False,4,0.5714,0.4286
tain1252,Tai Nuea,Eurasia,Tai-Kadai,21.7837,99.722,29,19,10,0,False,False,3,0.6552,0.3448
taji1245,Tajik,Eurasia,Indo-European,38.8213,68.5549,29,23,6,0,False,False,2,0.7931,0.2069
talo1250,JOMANG,Africa,Narrow Talodi,10.6453,30.4815,21,14,7,0,False,False,4,0.6667,0.3333
tama1331,TAMA,Africa,Tamaic,14.332,21.9951,29,20,9,0,False,False,4,0.6897,0.3103
tama1365,Tamasheq,Africa,Afro-Asiatic,14.2038,-2.41269,43,22,21,0,False,False,10,0.5116,0.4884
tami1289,Tamil,Eurasia,Dravidian,10.520219,78.825989,43,32,11,0,False,False,6,0.7442,0.2558
tamn1235,Asmat,Papunesia,Nuclear Trans New Guinea,-5.57962,139.233,19,14,5,0,False,False,2,0.7368,0.2632
tamp1252,TAMPULMA,Africa,Atlantic-Congo,9.75577,-1.35467,33,24,9,0,False,False,5,0.7273,0.2727
tana1290,Tanacross,North America,Athabaskan-Eyak-Tlingit,63.4046,-143.338,54,35,14,5,False,True,7,0.6481,0.2593
tang1336,Tangkul Naga,Eurasia,Sino-Tibetan,25.0489,94.3567,40,27,13,0,False,False,3,0.675,0.325
tani1257,Tanimuca-Retuarã,South America,Tucanoan,-0.59023,-70.3853,21,11,10,0,False,False,5,0.5238,0.4762
tapi1253,Tapieté,South America,Tupian,-21.4169,-62.684,27,15,12,0,False,False,6,0.5556,0.4444
tapi1254,Tapirapé,South America,Tupian,-10.5373,-50.5438,23,13,10,0,False,False,8,0.5652,0.4348
tari1256,Tariana,South America,Arawakan,0.440205,-68.9042,38,23,15,0,False,False,11,0.6053,0.3947
taro1263,Tarok,Africa,Atlantic-Congo,8.98356,10.0288,37,27,7,3,False,True,4,0.7297,0.1892
taro1264,Sedik,Papunesia,Austronesian,23.9032,121.358,43,33,10,0,False,False,4,0.7674,0.2326
tase1235,Tangsa,Eurasia,Sino-Tibetan,27.2572,96.3855,29,23,6,0,False,False,3,0.7931,0.2069
tata1255,Tatar,Eurasia,Turkic,55.0,50.0,43,29,14,0,False,False,3,0.6744,0.3256
tata1257,Tatana''; Tatanaq; Tatana',Papunesia,Austronesian,5.49808,115.553,21,17,4,0,False,False,4,0.8095,0.1905
tatu1247,Tatuyo,South America,Tucanoan,0.55582,-70.5327,17,11,6,0,False,False,0,0.6471,0.3529
taus1251,Tausug,Papunesia,Austronesian,5.12236,118.88,23,20,3,0,False,False,4,0.8696,0.1304
tawa1286,Tamajaq,Africa,Afro-Asiatic,13.9878,4.47692,37,23,14,0,False,False,3,0.6216,0.3784
teda1241,Teda,Africa,Saharan,18.0426,14.7717,35,24,11,0,False,False,4,0.6857,0.3143
tedi1235,TIDDIM CHIN,Eurasia,Sino-Tibetan,23.6079,93.519,26,21,5,0,False,False,3,0.8077,0.1923
teee1242,Tee,Africa,Atlantic-Congo,4.73213,7.37553,38,23,12,3,False,True,9,0.6053,0.3158
teen1242,Téén,Africa,Atlantic-Congo,9.84556,-3.71183,38,28,10,0,False,False,4,0.7368,0.2632
tehu1242,TEHUELCHE,South America,Chonan,-47.5796,-68.3235,35,28,7,0,False,False,2,0.8,0.2
teke1280,TEKE,Africa,Atlantic-Congo,-2.27122,14.4407,27,20,7,0,False,False,5,0.7407,0.2593
tele1256,Telefol,Papunesia,Nuclear Trans New Guinea,-5.07444,141.731,27,17,8,2,False,True,3,0.6296,0.2963
telu1262,Telugu,Eurasia,Dravidian,16.4529,78.7024,68,47,21,0,False,False,5,0.6912,0.3088
temb1276,Tembé,South America,Tupian,-2.6123,-48.2359,21,14,7,0,False,False,4,0.6667,0.3333
temi1246,Temiar,Eurasia,Austroasiatic,4.974,101.438,49,19,30,0,False,False,16,0.3878,0.6122
temm1241,Tem,Africa,Atlantic-Congo,8.967,1.136,36,25,9,2,False,True,5,0.6944,0.25
tena1240,Tena Quechua,South America,Quechuan,-0.76271,-77.5404,24,21,3,0,False,False,3,0.875,0.125
teng1272,Tengger,Papunesia,Austronesian,-7.89069,113.037,42,20,22,0,False,False,4,0.4762,0.5238
tenh1241,Tenharim,South America,Tupian,-7.92626,-61.936,26,14,12,0,False,False,11,0.5385,0.4615
tepo1239,Kroumen Tépo,Africa,Atlantic-Congo,5.16267,-7.66346,39,17,18,4,False,True,9,0.4359,0.4615
tera1251,Tera,Africa,Afro-Asiatic,11.0376,11.80953,53,35,15,3,False,True,4,0.6604,0.283
tere1279,Terêna,South America,Arawakan,-20.6614,-56.0329,23,13,10,0,False,False,2,0.5652,0.4348
tern1247,Ternate,Papunesia,North Halmahera,0.80562,127.333,24,19,5,0,False,False,4,0.7917,0.2083
ters1235,Ter Saami,Eurasia,Uralic,67.2458,38.5061,69,51,18,0,False,False,6,0.7391,0.2609
tese1238,These,Africa,Temeinic,11.3885,29.5803,47,24,18,5,False,True,7,0.5106,0.383
tetu1245,Tetun,Papunesia,Austronesian,-9.11217,125.528,18,13,5,0,False,False,2,0.7222,0.2778
tewa1260,Tewa,North America,Kiowa-Tanoan,35.9053,-106.124,57,34,19,4,False,True,11,0.5965,0.3333
texi1237,Texistepec Popoluca,North America,Mixe-Zoque,17.8926,-94.8076,27,17,10,0,False,False,4,0.6296,0.3704
thad1238,Thaadou,Eurasia,Sino-Tibetan,24.096,93.722,34,23,8,3,False,True,3,0.6765,0.2353
thai1261,Thai,Eurasia,Tai-Kadai,14.192,100.671,47,21,21,5,False,True,3,0.4468,0.4468
thak1245,Thakali,Eurasia,Sino-Tibetan,28.7014,83.6466,29,19,10,0,False,False,3,0.6552,0.3448
thay1248,Awu Alaya,Australia,Pama-Nyungan,-14.8292,143.324,31,23,8,0,False,False,5,0.7419,0.2581
thay1249,Thaayorre,Australia,Pama-Nyungan,-14.8159,142.034,26,16,10,0,False,False,5,0.6154,0.3846
thii1234,Thiin,Australia,Pama-Nyungan,-23.71156576435,116.68011572516,26,20,6,0,False,False,6,0.7692,0.2308
thul1246,Thulung; Thulung Rai,Eurasia,Sino-Tibetan,27.5389,87.6063,34,26,8,0,False,False,3,0.7647,0.2353
thur1254,Dharumba,Australia,Pama-Nyungan,-34.634,150.721,25,19,6,0,False,False,6,0.76,0.24
tiag1235,"Aizi, Tiagba",Africa,Atlantic-Congo,5.28022,-4.62352,30,22,8,0,False,False,4,0.7333,0.2667
tibe1272,Shigatse Tibetan,Eurasia,Sino-Tibetan,28.3681,90.1872,56,27,29,0,False,False,18,0.4821,0.5179
ticu1245,Ticuna,South America,Ticuna-Yuri,-3.66289,-69.8723,38,18,11,9,False,True,9,0.4737,0.2895
tiey1235,Tigemaxo Bozo,Africa,Mande,14.1223,-5.08609,36,19,14,3,False,True,11,0.5278,0.3889
tiga1245,TIGAK,Papunesia,Austronesian,-2.70951,150.893,17,12,5,0,False,False,3,0.7059,0.2941
tigo1236,Mbembe,Africa,Atlantic-Congo,6.983995,10.70849,116,99,12,5,False,True,8,0.8534,0.1034
tigr1270,Tigre,Africa,Afro-Asiatic,17.3494,38.2233,54,47,7,0,False,False,4,0.8704,0.1296
tigr1271,Tigrinya,Africa,Afro-Asiatic,15.3359,38.9266,65,58,7,0,False,False,6,0.8923,0.1077
tika1246,Tikar,Africa,Atlantic-Congo,5.87004,11.6104,46,27,14,5,False,True,4,0.587,0.3043
tilq1235,Tilquiapan Zapotec,North America,Otomanguean,16.8529,-96.6321,28,20,6,2,False,True,2,0.7143,0.2143
timn1235,Temne,Africa,Atlantic-Congo,8.90294,-12.3331,36,19,15,2,False,True,3,0.5278,0.4167
tinp1237,Tinputz,Papunesia,Austronesian,-5.58358,154.972,26,12,14,0,False,False,2,0.4615,0.5385
tira1254,Tira,Africa,Heibanic,11.0963,30.8092,42,26,16,0,False,False,4,0.619,0.381
tiru1241,TIRURAY,Papunesia,Austronesian,6.77321,124.127,22,16,6,0,False,False,3,0.7273,0.2727
tivv1240,Tiv,Africa,Atlantic-Congo,6.88039,9.26287,40,31,6,3,False,True,4,0.775,0.15
tlac1235,Tepehua,North America,Totonacan,20.704,-98.1947,31,21,10,0,False,False,2,0.6774,0.3226
tlin1245,TLINGIT,North America,Athabaskan-Eyak-Tlingit,59.4447,-135.29,48,43,5,0,False,False,1,0.8958,0.1042
toar1246,TAORIPI,Papunesia,Eleman,-8.07231,146.206,14,8,6,0,False,False,1,0.5714,0.4286
toba1269,Toba,South America,Guaicuruan,-23.77,-61.96,28,20,8,0,False,False,3,0.7143,0.2857
toca1235,Asuriní do Tocantins,South America,Tupian,-3.59359,-49.8991,16,11,5,0,False,False,3,0.6875,0.3125
toch1257,Tocco,Africa,Narrow Talodi,10.8828,30.1567,26,14,10,2,False,True,5,0.5385,0.3846
toda1252,Toda,Eurasia,Dravidian,11.4184,77.0168,53,38,15,0,False,False,3,0.717,0.283
tofi1235,Tɔfin,Africa,Atlantic-Congo,6.51774,2.43226,40,22,14,4,False,True,10,0.55,0.35
toho1245,Pima,North America,Uto-Aztecan,31.7973,-111.995,29,19,10,0,False,False,3,0.6552,0.3448
toll1241,TOL,North America,Jicaquean,14.6686,-87.0372,28,22,6,0,False,False,3,0.7857,0.2143
tolo1259,Chasta Costa,North America,Athabaskan-Eyak-Tlingit,41.9192,-124.1,44,29,15,0,False,False,10,0.6591,0.3409
tong1318,Shanjo,Africa,Atlantic-Congo,-17.422325,27.103495,39,31,5,3,False,True,4,0.7949,0.1282
