Glottocode,LanguageName,macroarea,family_name,latitude,longitude,total_phonemes,n_consonants,n_vowels,n_tones,has_click,has_tone_segment,n_nasal_phonemes,consonant_ratio,vowel_ratio
erre1238,Erre,Australia,Giimbiyu,-12.2839,132.868,23,18,5,0,False,False,5,0.7826,0.2174
ersu1241,Lizu,Eurasia,Sino-Tibetan,29.2867,102.213,61,51,8,2,False,True,4,0.8361,0.1311
erzy1239,Erzya,Eurasia,Uralic,52.8548,45.3901,35,29,6,0,False,False,4,0.8286,0.1714
esee1248,Ese Eja,South America,Pano-Tacanan,-11.7268,-67.515,22,18,4,0,False,False,3,0.8182,0.1818
esim1238,Esimbi,Africa,Atlantic-Congo,6.50094,9.86936,37,29,8,0,False,False,4,0.7838,0.2162
esto1258,Estonian,Eurasia,Uralic,58.55,25.82,48,39,9,0,False,False,9,0.8125,0.1875
eten1239,Iten,Africa,Atlantic-Congo,9.73073,8.61443,74,63,6,5,False,True,8,0.8514,0.0811
eton1253,Eton,Africa,Atlantic-Congo,4.21045,11.3935,38,21,15,2,False,True,5,0.5526,0.3947
even1259,Evenki,Eurasia,Tungusic,61.972,94.689,29,18,11,0,False,False,4,0.6207,0.3793
even1260,Even,Eurasia,Tungusic,70.6687,130.914,36,18,18,0,False,False,4,0.5,0.5
ewee1241,Ewe,Africa,Atlantic-Congo,6.46061,0.814975,45,28,14,3,False,True,13,0.6222,0.3111
ewon1239,EWONDO,Africa,Atlantic-Congo,4.21141,11.93646,34,26,8,0,False,False,4,0.7647,0.2353
eyak1241,EYAK,North America,Athabaskan-Eyak-Tlingit,60.4232,-144.762,42,30,12,0,False,False,6,0.7143,0.2857
ezaa1238,Ẹzaa,Africa,Atlantic-Congo,6.31831,8.03044,38,27,9,2,False,True,5,0.7105,0.2368
ezha1238,Ezha,Africa,Afro-Asiatic,8.11879,37.9891,39,33,6,0,False,False,3,0.8462,0.1538
faiw1243,Faiwol,Papunesia,Nuclear Trans New Guinea,-5.4967,141.656,20,12,8,0,False,False,2,0.6,0.4
fali1285,Kirya-Konzɘl,Africa,Afro-Asiatic,10.5419,13.4087,50,38,7,5,False,True,5,0.76,0.14
fang1246,Fan,Africa,Atlantic-Congo,1.723965,11.61454,41,25,16,0,False,False,4,0.6098,0.3902
fang1248,Fang,Africa,Atlantic-Congo,6.54384,10.319,34,21,10,3,False,True,4,0.6176,0.2941
faro1244,Faroese,Eurasia,Indo-European,62.0732,-6.88497,36,16,20,0,False,False,2,0.4444,0.5556
fefe1239,Fe'efe'fe,Africa,Atlantic-Congo,5.18158,10.1442,44,23,16,5,False,True,3,0.5227,0.3636
fern1234,Pichi,Africa,Indo-European,3.74,8.78,30,21,7,2,False,True,4,0.7,0.2333
fiji1243,FIJIAN,Papunesia,Austronesian,-18.0,178.33,28,17,11,0,False,False,3,0.6071,0.3929
fili1244,Filipino,Papunesia,Austronesian,12.265,123.464,22,16,6,0,False,False,3,0.7273,0.2727
finn1318,Finnish,Eurasia,Uralic,64.7628,25.5577,42,25,17,0,False,False,5,0.5952,0.4048
fipa1238,Fipa,Africa,Atlantic-Congo,-7.88963,31.3442,35,20,14,1,False,True,4,0.5714,0.4
fonn1241,Fɔn,Africa,Atlantic-Congo,7.15484,1.66495,42,24,14,4,False,True,10,0.5714,0.3333
food1238,Foodo,Africa,Atlantic-Congo,9.56489,1.40486,40,19,18,3,False,True,4,0.475,0.45
fore1265,Forest Enets,Eurasia,Uralic,69.9829,88.2121,33,25,8,0,False,False,4,0.7576,0.2424
fore1274,Forest Nenets,Eurasia,Uralic,63.72,71.97,38,25,13,0,False,False,6,0.6579,0.3421
fraf1238,Frafra,Africa,Atlantic-Congo,11.0918,-0.81109,29,20,7,2,False,True,4,0.6897,0.2414
friu1240,Friulian,Eurasia,Indo-European,46.1473,13.0493,38,24,14,0,False,False,3,0.6316,0.3684
fuli1240,Fuliiru,Africa,Atlantic-Congo,-3.04022,28.9865,35,23,10,2,False,True,3,0.6571,0.2857
furr1244,FUR,Africa,Furan,12.0455,23.6401,30,19,11,0,False,False,4,0.6333,0.3667
furu1242,Furu,Africa,Central Sudanic,4.485,20.6448,38,28,10,0,False,False,5,0.7368,0.2632
fwee1238,Fwe,Africa,Atlantic-Congo,-17.72372,24.43151,60,50,10,0,True,False,10,0.8333,0.1667
gaaa1244,Ga,Africa,Atlantic-Congo,5.65488,-0.18598,47,32,12,3,False,True,11,0.6809,0.2553
gaaa1245,Tiba,Africa,Atlantic-Congo,8.4809,11.9603,34,22,9,3,False,True,2,0.6471,0.2647
gaam1241,Gaahmg,Africa,Eastern Jebel,11.4674,33.9797,49,34,12,3,False,True,8,0.6939,0.2449
gabi1248,Gabi-Gabi,Australia,Pama-Nyungan,-25.44486229,153.1539929,19,13,6,0,False,False,4,0.6842,0.3158
gade1236,Gade-Lohar,Eurasia,Indo-European,25.8583,78.2187,50,31,19,0,False,False,12,0.62,0.38
gads1258,Gadsup,Papunesia,Nuclear Trans New Guinea,-6.31631,145.997,19,9,6,4,False,True,2,0.4737,0.3158
gaga1249,Gagauz,Eurasia,Turkic,44.5988,28.0277,33,22,11,0,False,False,2,0.6667,0.3333
gagn1235,Bété,Africa,Atlantic-Congo,6.10051,-5.9701,51,23,26,2,False,True,4,0.451,0.5098
gagu1242,Gban,Africa,Mande,6.40859,-5.51851,34,18,12,4,False,True,7,0.5294,0.3529
gali1258,Galician,Eurasia,Indo-European,42.2446,-7.5343,30,23,7,0,False,False,4,0.7667,0.2333
gali1262,Carib,South America,Cariban,5.83772,-56.8323,28,16,12,0,False,False,3,0.5714,0.4286
galo1242,Gallong,Eurasia,Sino-Tibetan,27.9805586,94.6884956,29,17,12,0,False,False,4,0.5862,0.4138
gamb1251,Gambera,Australia,Worrorran,-14.29546,126.27131,25,20,5,0,False,False,6,0.8,0.2
gami1243,Gamilaraay,Australia,Pama-Nyungan,-29.9037,149.543,21,15,6,0,False,False,5,0.7143,0.2857
gamo1243,Gamo,Africa,Ta-Ne-Omotic,6.27645,37.23808,36,26,10,0,False,False,2,0.7222,0.2778
gana1268,Bidhawal,Australia,Pama-Nyungan,-37.05,148.93,25,17,8,0,False,False,6,0.68,0.32
gana1278,Nulit,Australia,Pama-Nyungan,-38.58,146.5,22,17,5,0,False,False,6,0.7727,0.2273
gand1255,Luganda,Africa,Atlantic-Congo,0.66884,32.15153,33,19,10,4,False,True,4,0.5758,0.303
gang1267,Gangalidda,Australia,Tangkic,-17.5446,139.426,24,18,6,0,False,False,6,0.75,0.25
gang1268,Gangulu,Australia,Pama-Nyungan,-22.7637,149.416,22,16,6,0,False,False,5,0.7273,0.2727
gara1269,GARAWA,Australia,Garrwan,-17.4504,137.72014,22,19,3,0,False,False,6,0.8636,0.1364
gari1254,Garig,Australia,Iwaidjan Proper,-11.412,132.182,24,21,3,0,False,False,5,0.875,0.125
garo1247,Garo,Eurasia,Sino-Tibetan,25.2954,90.462,26,21,5,0,False,False,6,0.8077,0.1923
gata1239,Gtaʔ,Eurasia,Austroasiatic,18.6076,82.984,40,23,17,0,False,False,8,0.575,0.425
gava1241,Gavar,Africa,Afro-Asiatic,10.5603,13.8188,55,47,5,3,False,True,4,0.8545,0.0909
gavi1246,Gavião do Jiparaná,South America,Tupian,-10.7235,-61.6752,29,19,10,0,False,False,9,0.6552,0.3448
gayo1244,Gayo,Papunesia,Austronesian,4.3733,97.3456,26,18,8,0,False,False,4,0.6923,0.3077
gbag1258,GWARI,Africa,Atlantic-Congo,9.29842,6.90495,24,18,6,0,False,False,3,0.75,0.25
gbar1246,Gbari,Africa,Atlantic-Congo,8.46411,7.10757,28,23,5,0,False,False,2,0.8214,0.1786
gbay1281,Mbodomo,Africa,Atlantic-Congo,4.800365,14.606865,38,28,7,3,False,True,4,0.7368,0.1842
gbay1287,Gbaya,Africa,Atlantic-Congo,6.61896,17.645,45,29,12,4,False,True,10,0.6444,0.2667
gbay1288,Kresh,Africa,Kresh-Aja,8.43391,25.0,56,41,10,5,False,True,3,0.7321,0.1786
gbes1238,gbesi,Africa,Atlantic-Congo,6.55911,2.0269,47,31,13,3,False,True,12,0.6596,0.2766
genn1243,Gɛn-mina,Africa,Atlantic-Congo,6.25971,1.67727,44,27,14,3,False,True,11,0.6136,0.3182
gheg1238,Gheg Albanian,Eurasia,Indo-European,42.317,21.3837,43,27,16,0,False,False,8,0.6279,0.3721
ghod1238,Godoberi,Eurasia,Nakh-Daghestanian,42.7428,46.2252,66,53,13,0,False,False,5,0.803,0.197
ghom1247,Banjun,Africa,Atlantic-Congo,5.39619,10.352,59,36,18,5,False,True,4,0.6102,0.3051
gida1240,Gidabal,Australia,Pama-Nyungan,-28.289642,152.151281,21,13,8,0,False,False,4,0.619,0.381
gida1247,Kada,Africa,Afro-Asiatic,9.874715,14.07845,38,28,8,2,False,True,3,0.7368,0.2105
giky1238,Gechode,Africa,Atlantic-Congo,8.39478,0.56975,51,29,22,0,False,False,16,0.5686,0.4314
gily1242,Gilyak,Eurasia,Nivkh,52.59,140.681,44,34,10,0,False,False,4,0.7727,0.2273
giny1241,Genyanga,Africa,Atlantic-Congo,8.2327,0.98348,53,31,22,0,False,False,16,0.5849,0.4151
giry1241,Raβai,Africa,Atlantic-Congo,-3.30638,39.6648,47,40,5,2,False,True,5,0.8511,0.1064
glav1244,Glavda,Africa,Afro-Asiatic,11.1334,13.8652,43,34,7,2,False,True,4,0.7907,0.1628
godi1239,Godié,Africa,Atlantic-Congo,5.3944,-5.82696,42,26,13,3,False,True,5,0.619,0.3095
goli1247,Golin,Papunesia,Nuclear Trans New Guinea,-6.2249,144.8505,23,13,10,0,False,False,2,0.5652,0.4348
gonj1241,Gonja,Africa,Atlantic-Congo,8.48801,-0.72757,39,23,14,2,False,True,4,0.5897,0.359
goon1238,Gooniyandi,Australia,Bunaban,-18.4073,126.351,23,19,4,0,False,False,6,0.8261,0.1739
gore1235,Goreng,Australia,Pama-Nyungan,-33.1199,118.151,22,17,5,0,False,False,5,0.7727,0.2273
gour1243,Gulmancema,Africa,Atlantic-Congo,11.6711,1.28489,33,20,10,3,False,True,5,0.6061,0.303
gras1249,KOIARI,Papunesia,Koiarian,-9.51218,147.437,16,11,5,0,False,False,2,0.6875,0.3125
guah1255,Guahibo,South America,Guahiboan,5.81736,-68.9839,35,17,18,0,False,False,8,0.4857,0.5143
guaj1255,Guajajára,South America,Tupian,-4.69461,-45.7081,22,15,7,0,False,False,4,0.6818,0.3182
guaj1256,Guajá,South America,Tupian,-3.93574,-46.3683,24,12,12,0,False,False,8,0.5,0.5
guam1248,Guambiano,South America,Barbacoan,2.55849,-76.582,25,20,5,0,False,False,3,0.8,0.2
guan1269,Wanano,South America,Tucanoan,1.07554,-69.5705,28,16,12,0,False,False,6,0.5714,0.4286
guan1270,Kinikinao,South America,Arawakan,-19.1667,-54.0333,23,13,10,0,False,False,7,0.5652,0.4348
guar1292,Guarayu,South America,Tupian,-15.8247,-61.6934,26,14,12,0,False,False,9,0.5385,0.4615
guar1293,Warekena,South America,Arawakan,1.80835,-66.922505,25,17,8,0,False,False,3,0.68,0.32
guay1257,Guayabero,South America,Guahiboan,2.8969,-71.844,22,16,6,0,False,False,2,0.7273,0.2727
guda1243,Gudanji,Australia,Mirndi,-17.42,134.73,19,16,3,0,False,False,4,0.8421,0.1579
gude1246,Guɗe,Africa,Afro-Asiatic,10.2138,13.403,36,30,4,2,False,True,3,0.8333,0.1111
gudj1237,Gudjal,Australia,Pama-Nyungan,-19.44157406,144.6482584,18,15,3,0,False,False,5,0.8333,0.1667
guer1243,AMUZGO,North America,Otomanguean,16.77226,-98.18953,29,17,12,0,False,False,7,0.5862,0.4138
guga1239,Kukatj,Australia,Pama-Nyungan,-17.8372,141.168,23,16,7,0,False,False,5,0.6957,0.3043
gugu1253,Gugu Badhun,Australia,Pama-Nyungan,-18.4921,144.46,17,14,3,0,False,False,4,0.8235,0.1765
gugu1254,Koko Bera,Australia,Pama-Nyungan,-15.4296,141.635,21,15,6,0,False,False,5,0.7143,0.2857
gugu1255,Guugu Yimidhirr,Australia,Pama-Nyungan,-14.9424,144.831,23,17,6,0,False,False,6,0.7391,0.2609
guib1244,PO-AI,Eurasia,Tai-Kadai,24.3,106.2,31,15,16,0,False,False,3,0.4839,0.5161
guin1254,"Kpelle, North",Africa,Mande,7.93196,-8.98843,39,24,12,3,False,True,10,0.6154,0.3077
guja1252,Gujarati,Eurasia,Indo-European,22.687,71.0962,60,35,25,0,False,False,12,0.5833,0.4167
guja1253,Gojri,Eurasia,Indo-European,33.7,75.11,57,35,19,3,False,True,14,0.614,0.3333
guma1252,Kunwinjku,Australia,Gunwinyguan,-12.3398,133.358,27,22,5,0,False,False,5,0.8148,0.1852
guma1253,Gumatj,Australia,Pama-Nyungan,-12.25254,136.83042,31,25,6,0,False,False,6,0.8065,0.1935
gume1239,Gumer,Africa,Afro-Asiatic,8.11879,37.9891,42,35,7,0,False,False,3,0.8333,0.1667
gumu1244,Gumuz,Africa,Gumuz,11.05,35.93,43,33,10,0,False,False,4,0.7674,0.2326
gund1246,Gun-Dedjnjenghmi,Australia,Gunwinyguan,-12.3398,133.358,27,22,5,0,False,False,5,0.8148,0.1852
gund1248,Gundungurra,Australia,Pama-Nyungan,-33.7,150.3,25,19,6,0,False,False,6,0.76,0.24
gune1238,Kune,Australia,Gunwinyguan,-12.3398,133.358,28,22,6,0,False,False,5,0.7857,0.2143
gung1248,Gungabula,Australia,Pama-Nyungan,-25.6896,148.604,20,16,4,0,False,False,5,0.8,0.2
gunw1252,Gunwinggu,Australia,Gunwinyguan,-12.3398,133.358,24,19,5,0,False,False,5,0.7917,0.2083
guny1241,Gunya,Australia,Pama-Nyungan,-27.0642,145.862,31,25,6,0,False,False,6,0.8065,0.1935
gupa1247,Gupapuyngu,Australia,Pama-Nyungan,-12.2868,135.337,31,25,6,0,False,False,6,0.8065,0.1935
gura1252,Gurr-Goni,Australia,Maningrida,-12.66855,134.09501,27,22,5,0,False,False,5,0.8148,0.1852
gurd1238,Kurtjar,Australia,Pama-Nyungan,-17.1653,141.145,28,19,9,0,False,False,5,0.6786,0.3214
gure1255,Gureng-gureng,Australia,Pama-Nyungan,-25.3893,151.175,23,13,10,0,False,False,4,0.5652,0.4348
guri1247,Gurindji,Australia,Pama-Nyungan,-17.0329,130.379,23,17,6,0,False,False,5,0.7391,0.2609
guro1248,Gouro,Africa,Mande,7.34954,-6.31154,56,25,28,3,False,True,13,0.4464,0.5
guru1261,Gurung,Eurasia,Sino-Tibetan,27.41687,86.28988,49,29,20,0,False,False,7,0.5918,0.4082
guwa1242,Guwa,Australia,Pama-Nyungan,-21.35147706,142.5243782,23,20,3,0,False,False,6,0.8696,0.1304
guwa1243,Guwamu,Australia,Pama-Nyungan,-27.8289,148.867,21,15,6,0,False,False,4,0.7143,0.2857
guwa1244,Guwar,Australia,Pama-Nyungan,-27.16698973,153.3998245,19,13,6,0,False,False,4,0.6842,0.3158
gwan1268,Gwandara (Nimbia),Africa,Afro-Asiatic,9.20464,7.49931,65,43,14,8,False,True,11,0.6615,0.2154
gwen1239,Kigweno,Africa,Atlantic-Congo,-3.68407,37.6827,29,24,5,0,False,False,4,0.8276,0.1724
hadi1240,Hadiyya,Africa,Afro-Asiatic,7.57377,37.7577,56,46,10,0,False,False,4,0.8214,0.1786
hain1253,Bozo,Africa,Mande,13.8734,-5.65085,34,20,14,0,False,False,4,0.5882,0.4118
haio1238,San,Africa,Khoe-Kwadi,-19.7637,17.0299,27,22,5,0,True,False,2,0.8148,0.1852
haka1240,LAI,Eurasia,Sino-Tibetan,22.8735,92.8208,52,45,7,0,False,False,5,0.8654,0.1346
hakk1236,Hakka Chinese,Eurasia,Sino-Tibetan,25.0,116.0,47,26,16,5,False,True,6,0.5532,0.3404
halb1244,Halbi,Eurasia,Indo-European,20.3081,81.3742,42,29,13,0,False,False,3,0.6905,0.3095
halh1238,Khalkha,Eurasia,Mongolic-Khitan,48.324,106.289,35,21,14,0,False,False,2,0.6,0.4
halk1245,Chilliwak Halkomelem,North America,Salishan,49.250402,-122.443668,42,27,12,3,False,True,1,0.6429,0.2857
hame1242,HAMER,Africa,South Omotic,5.06515,36.5176,35,25,10,0,False,False,4,0.7143,0.2857
hang1258,Hanga,Africa,Atlantic-Congo,9.33929,-1.57833,29,23,6,0,False,False,5,0.7931,0.2069
hang1260,Kihangaza,Africa,Atlantic-Congo,-2.52347,30.7074,35,23,10,2,False,True,3,0.6571,0.2857
hang1263,Hanga Hundi; Kwasengen; West Wosera,Papunesia,Ndu,-3.90364,142.849,23,16,7,0,False,False,3,0.6957,0.3043
hara1271,Harari,Africa,Afro-Asiatic,9.30485,42.1332,33,24,9,0,False,False,3,0.7273,0.2727
haus1257,Hausa,Africa,Afro-Asiatic,11.1513,8.7804,45,31,10,4,False,True,2,0.6889,0.2222
hawa1245,Hawaiian,Papunesia,Austronesian,19.6297,-155.43,19,9,10,0,False,False,2,0.4737,0.5263
hawk1239,Darkinyung,Australia,Pama-Nyungan,-33.11470744,150.4952383,18,15,3,0,False,False,5,0.8333,0.1667
haya1250,Haya,Africa,Atlantic-Congo,-1.70878,31.4846,29,19,10,0,False,False,3,0.6552,0.3448
hdii1240,Hide,Africa,Afro-Asiatic,10.942,13.6881,41,37,4,0,False,False,2,0.9024,0.0976
hebr1245,Modern Hebrew,Eurasia,Afro-Asiatic,31.1056,35.0179,30,24,6,0,False,False,3,0.8,0.2
heib1243,Heiban,Africa,Heibanic,11.2908,30.5282,28,21,7,0,False,False,4,0.75,0.25
hela1238,Yolmo,Eurasia,Sino-Tibetan,27.9212,85.6289,46,36,10,0,False,False,4,0.7826,0.2174
here1253,herero,Africa,Atlantic-Congo,-21.0231,20.5655,26,19,5,2,False,True,3,0.7308,0.1923
hili1240,Hiligaynon,Papunesia,Austronesian,10.4018,122.974,19,16,3,0,False,False,3,0.8421,0.1579
hind1269,Hindi-Urdu,Eurasia,Indo-European,25.0,77.0,94,71,23,0,False,False,15,0.7553,0.2447
hixk1239,HIXKARYANA,South America,Cariban,-0.16265,-58.80153,23,18,5,0,False,False,3,0.7826,0.2174
hmon1264,Hmong Njua,Eurasia,Hmong-Mien,22.5638,101.95,61,48,13,0,False,False,7,0.7869,0.2131
hoav1238,Hoava,Papunesia,Austronesian,-8.19679,157.595,21,16,5,0,False,False,3,0.7619,0.2381
holo1240,Holoholo,Africa,Atlantic-Congo,-5.37545,28.3274,23,14,7,2,False,True,4,0.6087,0.3043
hooo1248,Ho,Eurasia,Austroasiatic,23.9596,87.1188,43,24,19,0,False,False,10,0.5581,0.4419
hopi1249,Hopi,North America,Uto-Aztecan,35.7653,-110.535,49,31,18,0,False,False,8,0.6327,0.3673
huaa1248,!Xóõ,Africa,Tuu,-24.20022,20.79583,161,130,28,3,True,True,20,0.8075,0.1739
hual1241,Huallaga Huánuco Quechua,South America,Quechuan,-9.57135,-75.594,22,16,6,0,False,False,3,0.7273,0.2727
huam1247,Huambisa,South America,Chicham,-3.99109,-77.9797,23,15,8,0,False,False,7,0.6522,0.3478
huam1248,Huallaga (Huanuco) Quechua,South America,Quechuan,-9.15718,-76.3372,23,17,6,0,False,False,3,0.7391,0.2609
huar1255,Warihio,North America,Uto-Aztecan,27.8685,-108.437,26,12,14,0,False,False,2,0.4615,0.5385
huas1242,Huastec,North America,Mayan,21.6153,-98.5028,32,22,10,0,False,False,2,0.6875,0.3125
huay1240,Huaylas,South America,Quechuan,-9.38709,-77.7768,30,20,10,0,False,False,2,0.6667,0.3333
huba1236,Kilba,Africa,Afro-Asiatic,10.3544,13.139,31,24,5,2,False,True,2,0.7742,0.1613
hueh1236,"Tepehua, Huehuetla; Tepehua de Hidalgo; Tepehua de Huehuetla",North America,Totonacan,20.6189,-97.9347,31,21,10,0,False,False,2,0.6774,0.3226
huic1243,Huichol,North America,Uto-Aztecan,21.954,-104.062,25,15,10,0,False,False,2,0.6,0.4
huml1238,Humla Bhotia,Eurasia,Sino-Tibetan,30.1451,81.5659,69,41,28,0,False,False,18,0.5942,0.4058
hung1274,Hungarian,Eurasia,Uralic,46.9068585714,19.6555271429,65,50,15,0,False,False,6,0.7692,0.2308
hung1278,Kihungan,Africa,Atlantic-Congo,-3.69695,18.4312,33,20,10,3,False,True,3,0.6061,0.303
hunz1247,Hunzib,Eurasia,Nakh-Daghestanian,42.0808,46.1369,57,33,24,0,False,False,10,0.5789,0.4211
hupa1239,Hupa,North America,Athabaskan-Eyak-Tlingit,41.0982,-123.68,42,35,7,0,False,False,3,0.8333,0.1667
hupd1244,Hup,South America,Naduhup,0.58622,-69.8359,34,19,15,0,False,False,6,0.5588,0.4412
huro1249,Huron,North America,Iroquoian,44.33,-77.5,17,11,6,0,False,False,3,0.6471,0.3529
iaai1238,Iai,Papunesia,Austronesian,-20.6301,166.59,52,33,19,0,False,False,10,0.6346,0.3654
iban1261,Ibani,Africa,Ijoid,4.49119,7.23558,37,24,10,3,False,True,4,0.6486,0.2703
iban1264,IBAN,Papunesia,Austronesian,2.09041,112.934,25,19,6,0,False,False,4,0.76,0.24
ibib1240,Ibibio,Africa,Atlantic-Congo,5.15279,7.86688,32,17,13,2,False,True,8,0.5312,0.4062
icel1247,Icelandic,Eurasia,Indo-European,63.4837,-19.0212,45,30,15,0,False,False,8,0.6667,0.3333
idaa1241,Ida''an',Papunesia,Austronesian,5.29059,118.515,23,17,6,0,False,False,3,0.7391,0.2609
idom1241,Idu,Africa,Atlantic-Congo,7.19139,7.71261,64,36,23,5,False,True,10,0.5625,0.3594
ifee1241,Ifɛ̀,Africa,Atlantic-Congo,7.63568,1.58494,34,19,12,3,False,True,5,0.5588,0.3529
iged1239,Igede,Africa,Atlantic-Congo,6.95522,8.27362,38,24,10,4,False,True,5,0.6316,0.2632
igna1246,Moxo,South America,Arawakan,-15.1188,-65.3993,25,21,4,0,False,False,4,0.84,0.16
igoo1238,Igo,Africa,Atlantic-Congo,7.25499,0.67846,33,23,7,3,False,True,4,0.697,0.2121
ikal1242,Ikalanga,Africa,Atlantic-Congo,-21.2887,27.401,68,59,5,4,False,True,5,0.8676,0.0735
ikar1243,Takalak,Australia,Pama-Nyungan,-15.538,143.349,27,17,10,0,False,False,5,0.6296,0.3704
ikkk1242,IK,Africa,Kuliak,3.61407,34.2507,44,31,13,0,False,False,4,0.7045,0.2955
ikpe1245,Ikpeng,South America,Cariban,-11.37822,-53.49553,18,12,6,0,False,False,3,0.6667,0.3333
ikwe1242,Ikwere,Africa,Atlantic-Congo,5.04333,6.86651,46,23,18,5,False,True,9,0.5,0.3913
ikwo1238,Ikwo,Africa,Atlantic-Congo,6.31831,8.03044,40,29,9,2,False,True,5,0.725,0.225
ilga1238,Ilgar,Australia,Iwaidjan Proper,-11.412,132.182,24,21,3,0,False,False,5,0.875,0.125
ilok1237,Ilocano,Papunesia,Austronesian,15.9361,120.993,25,19,6,0,False,False,3,0.76,0.24
imba1240,Imbabura Quichua,South America,Quechuan,0.31776,-78.3729,20,17,3,0,False,False,3,0.85,0.15
imon1245,Imonda,Papunesia,Border,-3.31228,141.171,22,12,10,0,False,False,2,0.5455,0.4545
inap1243,Iñapari,South America,Arawakan,-12.4653,-69.3083,31,13,18,0,False,False,9,0.4194,0.5806
indo1316,Indonesian,Papunesia,Austronesian,-7.33458,109.716,27,18,9,0,False,False,4,0.6667,0.3333
indo1317,SAMA,Papunesia,Austronesian,-3.68664,122.253,32,26,6,0,False,False,4,0.8125,0.1875
inga1252,Inga,South America,Quechuan,1.00313,-76.8606,22,19,3,0,False,False,3,0.8636,0.1364
ingu1240,Ingush,Eurasia,Nakh-Daghestanian,43.11,45.03,69,52,17,0,False,False,4,0.7536,0.2464
inor1238,Ennemor,Africa,Afro-Asiatic,7.94883,37.7968,47,40,7,0,False,False,7,0.8511,0.1489
iqui1243,Iquito,South America,Zaparoan,-3.31233,-73.97046,19,11,8,0,False,False,2,0.5789,0.4211
iraq1241,Iraqw,Africa,Afro-Asiatic,-4.19948,35.2939,48,33,12,3,False,True,4,0.6875,0.25
irar1238,IRARUTU,Papunesia,Austronesian,-2.94438,133.586,19,12,7,0,False,False,2,0.6316,0.3684
irig1241,Rigwe,Africa,Atlantic-Congo,9.85197,8.6525,95,79,12,4,False,True,18,0.8316,0.1263
iris1253,Irish Gaelic,Eurasia,Indo-European,53.2186,-7.61509,68,44,24,0,False,False,20,0.6471,0.3529
irul1243,Irula,Eurasia,Dravidian,12.70645,79.95209,52,31,21,0,False,False,6,0.5962,0.4038
ishk1246,Ishkashimi,Eurasia,Indo-European,36.67,71.55,39,32,7,0,False,False,2,0.8205,0.1795
isla1278,Island Carib,North America,Arawakan,15.364795,-61.342957,29,17,12,0,False,False,7,0.5862,0.4138
isok1239,ISOKO,Africa,Atlantic-Congo,5.52889,6.24682,37,28,9,0,False,False,4,0.7568,0.2432
isth1244,Isthmus (Juchitán) Zapotec,North America,Otomanguean,16.4548,-94.8444,32,22,7,3,False,True,4,0.6875,0.2188
ital1282,Italian,Eurasia,Indo-European,43.0464,12.6489,69,38,31,0,False,False,5,0.5507,0.4493
itel1242,Itelmen,Eurasia,Chukotko-Kamchatkan,56.046173,156.30704,32,27,5,0,False,False,4,0.8438,0.1562
iumi1238,Yao,Eurasia,Hmong-Mien,20.83,101.17,49,35,8,6,False,True,10,0.7143,0.1633
ivat1242,IVATAN,Papunesia,Austronesian,20.77,121.85,20,16,4,0,False,False,3,0.8,0.2
iwai1244,Iwaidja,Australia,Iwaidjan Proper,-11.3379,132.453,23,20,3,0,False,False,5,0.8696,0.1304
iwam1256,IWAM,Papunesia,Sepik,-4.27346,141.817,17,11,6,0,False,False,3,0.6471,0.3529
iyiv1238,Iyive,Africa,Atlantic-Congo,6.50437,9.53302,63,52,7,4,False,True,5,0.8254,0.1111
iyow1239,Chorote,South America,Matacoan,-22.2067,-62.6508,21,16,5,0,False,False,2,0.7619,0.2381
izer1241,Hill Jarawa,Africa,Atlantic-Congo,9.5,8.7,39,28,11,0,False,False,4,0.7179,0.2821
izii1239,Izi,Africa,Atlantic-Congo,6.33,8.0,51,40,9,2,False,True,6,0.7843,0.1765
izon1238,KOLOKUMA IJO,Africa,Ijoid,5.17986,5.51702,37,19,18,0,False,False,12,0.5135,0.4865
jahh1242,Jah-Hut,Eurasia,Austroasiatic,3.67619,102.291,52,22,30,0,False,False,14,0.4231,0.5769
jama1261,Jarawara,South America,Arawan,-7.62223,-66.5662,19,11,8,0,False,False,2,0.5789,0.4211
jama1262,Jamaican Creole,North America,Indo-European,18.13,-77.2612,33,21,12,0,False,False,3,0.6364,0.3636
jams1239,"Jamsay, Dogon",Africa,Dogon,14.1794,-2.57999,43,20,21,2,False,True,14,0.4651,0.4884
jand1248,Jandai,Australia,Pama-Nyungan,-27.87647555,152.4602773,19,13,6,0,False,False,4,0.6842,0.3158
japh1234,Japhug,Eurasia,Sino-Tibetan,32.1,102.36,58,50,8,0,False,False,4,0.8621,0.1379
japr1238,JAPRERIA,South America,Cariban,10.5523,-72.7101,24,12,12,0,False,False,8,0.5,0.5
jaqa1244,Aymara,South America,Aymaran,-12.741939,-75.809231,42,36,6,0,False,False,4,0.8571,0.1429
jaru1254,Jaru,Australia,Pama-Nyungan,-18.3288,128.262,23,17,6,0,False,False,5,0.7391,0.2609
jauj1238,Huanca,South America,Quechuan,-11.6747,-75.2786,27,22,5,0,False,False,4,0.8148,0.1852
jaun1243,Jaunsari,Eurasia,Indo-European,30.5587,77.9084,51,34,17,0,False,False,12,0.6667,0.3333
java1254,Javanese,Papunesia,Austronesian,-7.001,109.287,30,22,8,0,False,False,4,0.7333,0.2667
jebe1250,JEBERO,South America,Cahuapanan,-5.40317,-76.4103,22,18,4,0,False,False,4,0.8182,0.1818
