Glottocode,LanguageName,macroarea,family_name,latitude,longitude,total_phonemes,has_click,has_tone_segment,kmeans_cluster,kmeans6_cluster,hier_cluster
bayu1240,Payungu,Australia,Pama-Nyungan,-23.3809,114.108,26,False,False,4,6,2
beem1239,Beembe,Africa,Atlantic-Congo,-3.95895,14.1,41,False,True,3,3,6
befa1241,Befang,Africa,Atlantic-Congo,6.27562,10.0342,59,False,True,9,4,4
begb1241,Tinɔr,Africa,Atlantic-Congo,9.40519,7.59566,34,False,True,9,4,4
beja1238,BEJA,Africa,Afro-Asiatic,17.2436,36.6666,26,False,False,2,1,8
bekw1241,Bekwarra,Africa,Atlantic-Congo,6.73737,8.86489,36,False,True,7,3,3
bela1255,Belanda Viri,Africa,Atlantic-Congo,7.41311,27.6956,43,False,True,9,4,4
bela1256,Belanda Boor,Africa,Nilotic,6.6503,27.8232,38,False,True,9,4,9
bela1260,Belait,Papunesia,Austronesian,4.96207,114.933,25,False,False,8,2,9
belh1239,Belhare,Eurasia,Sino-Tibetan,26.9972,87.2783,30,False,False,8,2,10
beli1260,Belizean Creole,North America,Indo-European,17.3941,-88.6281,35,False,False,7,3,3
bell1243,BELLA COOLA,North America,Salishan,52.3448,-126.689,30,False,False,2,1,7
bemb1257,Bemba,Africa,Atlantic-Congo,-10.6122,29.2993,25,False,False,7,3,7
bena1262,Bena,Africa,Atlantic-Congo,-9.26671,35.0364,34,False,True,7,3,3
benc1235,Gimira,Africa,Ta-Ne-Omotic,7.04682,35.7673,56,False,True,1,2,9
beng1280,Bengali,Eurasia,Indo-European,24.0,90.0,72,False,False,8,2,9
beng1286,Bɛ̀ŋ,Africa,Mande,7.78122,-4.23539,48,False,True,3,3,5
berb1259,Berbice Dutch,South America,Indo-European,5.3829,-58.0002,20,False,False,8,2,9
bero1242,Berom,Africa,Atlantic-Congo,9.67037,8.81221,31,False,False,9,4,4
bese1243,Beserman,Eurasia,Uralic,56.12921,52.63548,33,False,False,2,1,8
besi1244,Mah Meri,Eurasia,Austroasiatic,2.717,101.676,58,False,False,10,2,6
besl1239,Besleri,Africa,Afro-Asiatic,10.38053,13.84054,50,False,True,9,4,4
bett1235,Betta Kurumba,Eurasia,Dravidian,11.6385,76.6064,37,False,False,5,2,3
bhel1238,Bhele,Africa,Atlantic-Congo,0.24553,28.6681,28,False,True,9,4,4
bhil1251,Bhili,Eurasia,Indo-European,20.85,73.9592,62,False,False,5,3,8
bhoj1244,Bhojpuri,Eurasia,Indo-European,26.458455,84.817115,51,False,False,5,2,8
biak1248,Biak,Papunesia,Austronesian,-0.9523,135.879,23,False,False,7,3,7
bial1238,Biali,Africa,Atlantic-Congo,11.0382,1.08259,27,False,True,10,5,6
bibb1234,Bibbulman,Australia,Pama-Nyungan,-33.1199,118.151,22,False,False,4,6,2
bidy1243,Yandjibara,Australia,Pama-Nyungan,-25.192664,147.273359,21,False,False,4,6,2
bidy1244,Bijogo,Africa,Atlantic-Congo,11.1097,-16.1497,25,False,False,8,4,9
biga1237,Bigambal,Australia,Pama-Nyungan,-28.266,149.515,16,False,False,2,1,1
bike1242,Bikele,Africa,Atlantic-Congo,3.65994,12.8574,51,False,True,7,3,3
bila1255,bila,Africa,Atlantic-Congo,1.16839,28.7626,33,False,True,9,4,4
bili1250,Bilinara,Australia,Pama-Nyungan,-16.868771,130.533991,23,False,False,4,6,7
bili1260,Blin,Africa,Afro-Asiatic,15.7833,38.3917,37,False,False,1,2,9
bilo1248,Biloxi,North America,Siouan,31.32,-89.1951,20,False,False,10,5,6
bimo1239,Bimoba,Africa,Atlantic-Congo,10.4575,0.06121,44,False,True,3,3,5
bina1277,Binandere,Papunesia,Nuclear Trans New Guinea,-8.37433,147.884,35,False,False,10,5,6
binb1242,Binbinka,Australia,Mirndi,-17.496,135.683,23,False,False,4,6,2
bini1246,Ẹdo,Africa,Atlantic-Congo,6.40701,5.70426,48,False,True,3,3,5
binu1245,Binumarien,Papunesia,Nuclear Trans New Guinea,-6.22068,146.102,16,False,False,6,5,7
biri1256,Garingbal,Australia,Pama-Nyungan,-20.1494,146.67,18,False,False,2,1,1
biss1248,Bisa,Africa,Mande,10.4257,-1.67332,41,False,True,3,4,5
blan1242,Blang; Plang; Bulang; Pulang; Pula; Kawa; K''ala; Kontoi',Eurasia,Austroasiatic,22.0092,99.7405,40,False,True,8,2,10
bodo1267,Gutob,Eurasia,Austroasiatic,18.3857,82.771,40,False,False,5,2,8
bodo1269,BODO,Eurasia,Sino-Tibetan,26.1,92.0,21,False,False,8,2,9
boik1241,Boiken,Papunesia,Ndu,-3.68297,143.474,25,False,False,8,2,7
boko1266,Boussa,Africa,Mande,10.5189,3.71771,34,False,True,3,4,5
bomi1238,Leke,Africa,Atlantic-Congo,1.70044,17.3733,28,False,True,3,4,5
bona1250,Baoan,Eurasia,Mongolic-Khitan,35.6972,102.995,36,False,False,6,2,10
bond1245,Remo,Eurasia,Austroasiatic,19.1512,83.8141,42,False,False,8,2,6
bong1285,Bongo,Africa,Central Sudanic,7.4145,27.9918,29,False,False,7,3,3
bora1263,Bora,South America,Boran,-2.000259,-72.257066,41,False,False,6,5,7
bora1271,Galla,Africa,Afro-Asiatic,1.05676,37.882,35,False,False,7,3,3
bord1248,Border Kuna,South America,Chibchan,7.92993,-77.1664,24,False,False,6,5,7
boro1277,BoRo,Africa,Ta-Ne-Omotic,10.6596,35.345,32,False,True,5,2,8
boro1282,Borôro,South America,Bororoan,-16.6029,-55.2004,22,False,False,8,5,9
boun1243,Kulango,Africa,Atlantic-Congo,8.46011,-2.74627,46,False,True,3,4,5
bouy1240,Yay,Eurasia,Tai-Kadai,24.8484,106.187,38,False,True,8,2,10
brah1256,Brahui,Eurasia,Dravidian,29.04,66.56,43,False,False,2,1,8
bret1244,Breton,Eurasia,Indo-European,48.2452,-3.78934,66,False,False,7,3,3
brib1243,BRIBRI,North America,Chibchan,9.39794,-83.0539,27,False,False,2,1,7
brok1247,Brokskat,Eurasia,Indo-European,34.5308,76.6026,56,False,False,5,3,3
buam1238,Bwamut,Africa,Atlantic-Congo,11.1687,-3.50303,28,False,True,2,1,8
bubi1249,Bubia,Africa,Bookkeeping,4.02178,9.22304,39,False,False,7,3,3
budu1250,Kibudu,Africa,Atlantic-Congo,2.00501,27.951,43,False,True,9,4,4
bugi1244,Bugis,Papunesia,Austronesian,-4.47,119.977,25,False,False,8,2,9
bujh1238,Bhujel,Eurasia,Sino-Tibetan,28.0084,84.5068,47,False,False,5,2,8
buku1249,Bukusu,Africa,Atlantic-Congo,0.68043,34.7719,26,False,False,7,3,7
bula1255,Bularnu,Australia,Pama-Nyungan,-21.02656922,138.1566659,32,False,False,4,6,2
bulg1262,Bulgarian,Eurasia,Indo-European,43.3646,25.047,49,False,False,1,2,10
buli1254,Buli,Africa,Atlantic-Congo,10.5763,-1.26748,44,False,True,7,3,3
bulu1251,Bulu,Africa,Atlantic-Congo,3.16141,11.6365,36,False,True,9,4,4
bumb1241,Arapesh,Papunesia,Nuclear Torricelli,-3.65508,142.859,22,False,False,8,2,10
bumm1238,Bum,Africa,Atlantic-Congo,6.48655,10.418,47,False,True,9,4,4
buna1275,Bunuba,Australia,Bunaban,-17.8297,125.631,24,False,False,4,6,2
bund1253,Bundeli,Eurasia,Indo-European,24.8982,78.9542,55,False,False,5,3,8
bung1264,Buwandik,Australia,Pama-Nyungan,-36.5,140.5,23,False,False,4,6,2
buol1237,Buol,Papunesia,Austronesian,0.97727,121.519,19,False,False,8,2,9
bura1267,Burarra,Australia,Maningrida,-12.3061,134.365,26,False,False,4,6,2
burd1238,Purduna,Australia,Pama-Nyungan,-22.9646,114.658,26,False,False,4,6,2
burj1242,Burji,Africa,Afro-Asiatic,4.44624,38.4646,36,False,False,7,3,3
buru1301,Burun,Africa,Nilotic,10.725,33.921,38,False,True,7,3,3
busa1253,busa,Africa,Mande,9.91074,4.39929,31,False,True,3,4,5
buwa1243,Buwal,Africa,Afro-Asiatic,10.6151,13.8838,42,False,True,9,4,4
cabi1241,Cabiyarí,South America,Arawakan,0.16101,-71.0622,17,False,False,6,5,7
cacu1241,Kakua,South America,Kakua-Nukak,0.88778,-69.5659,26,False,False,8,2,9
cadd1256,CADDO,North America,Caddoan,33.33,-93.5,23,False,False,2,1,7
caja1238,Cajamarca Quechua,South America,Quechuan,-7.09314,-78.3214,22,False,False,6,5,7
call1235,Callawaya,South America,Mixed Language,-15.88451,-68.10176,32,False,False,6,5,10
came1252,Mambila,Africa,Atlantic-Congo,6.43829,11.41953,40,False,True,7,3,3
camp1261,Campidanese Sardinian,Eurasia,Indo-European,39.0566,9.03935,58,False,False,3,4,5
cane1242,Canela,South America,Nuclear-Macro-Je,-6.10712,-45.1299,29,False,False,10,5,6
capa1241,Capanahua,South America,Pano-Tacanan,-6.63254,-74.3813,24,False,False,6,5,7
caqu1242,Caquinte,South America,Arawakan,-11.4812,-73.4451,27,False,False,6,5,7
cara1272,Karapanã,South America,Tucanoan,0.06168,-69.6465,23,False,False,10,5,6
cari1279,Carijona,South America,Cariban,1.21894,-72.0664,21,False,False,8,5,9
carn1240,NICOBARESE,Eurasia,Austroasiatic,9.18853,92.7671,25,False,False,8,5,7
cash1251,Cashibo-Cacataibo,South America,Pano-Tacanan,-8.70232,-75.4206,21,False,False,6,5,7
cash1254,Kashinawa,South America,Pano-Tacanan,-9.72027,-71.1733,23,False,False,10,5,7
cavi1250,Cavineña,South America,Pano-Tacanan,-13.3544,-66.6277,24,False,False,8,5,7
ceba1235,"Senoufo, Cebaara",Africa,Atlantic-Congo,9.50768,-6.15264,41,False,True,3,4,3
cebu1242,Cebuano,Papunesia,Austronesian,8.38799,124.367,21,False,False,8,2,9
cent1972,Kurdish,Eurasia,Indo-European,35.6539,45.8077,39,False,False,1,1,8
cent1973,Pashto,Eurasia,Indo-European,31.9153,69.4529,38,False,False,1,2,8
cent1989,Central Khmer,Eurasia,Austroasiatic,12.0515,105.015,46,False,False,7,3,3
cent1990,Nicobarese,Eurasia,Austroasiatic,7.94812,93.3921,35,False,False,7,3,3
cent2004,BAI,Eurasia,Sino-Tibetan,26.1666,99.7052,27,False,False,2,1,8
cent2018,Fulfulde,Africa,Atlantic-Congo,15.0907,8.43261,37,False,False,7,3,3
cent2050,Kanuri,Africa,Saharan,11.8,13.13,35,False,True,1,2,9
cent2087,Bikol (Bicolano),Papunesia,Austronesian,13.7574,123.403,21,False,False,8,2,9
cent2092,Central Sama,Papunesia,Austronesian,7.004574,118.455978,36,False,False,8,2,9
cent2128,YUPIK,Eurasia,Eskimo-Aleut,63.4308,-170.272,29,False,False,2,1,7
cent2142,Aymara,South America,Aymaran,-17.0,-68.5,32,False,False,6,5,10
cent2144,Mazahua,North America,Otomanguean,19.7357,-100.018,63,False,True,10,2,10
cent2150,Tunebo,South America,Chibchan,6.8867,-72.097,19,False,False,6,5,7
cent2194,Tamazight Berber,Africa,Afro-Asiatic,32.7415,-2.40872,39,False,False,1,2,9
cerm1238,Cerma,Africa,Atlantic-Congo,10.1245,-4.94917,46,False,True,3,3,5
chac1249,Cayapa,South America,Barbacoan,0.71489,-79.0508,28,False,False,8,2,9
chac1250,Chachapoyas Quechua,South America,Quechuan,-6.27021,-77.6615,18,False,False,6,5,7
chac1251,Chacobo,South America,Pano-Tacanan,-12.133,-66.7164,21,False,False,6,5,7
chah1248,Chaha,Africa,Afro-Asiatic,8.11879,37.9891,44,False,False,1,2,9
chal1275,Modern Aramaic,Eurasia,Afro-Asiatic,37.0972,43.5027,45,False,False,1,3,3
cham1312,Chamorro,Papunesia,Austronesian,13.438011,144.74474,36,False,False,8,2,10
cham1315,Chamacoco,South America,Zamucoan,-20.5899,-58.2005,37,False,False,10,2,6
cham1318,Chamicuro,South America,Arawakan,-5.1149,-75.6778,29,False,False,6,5,7
chan1310,Chantyal,Eurasia,Sino-Tibetan,28.684,83.4488,48,False,False,8,2,10
chau1259,Chandangs and Byangs,Eurasia,Sino-Tibetan,29.7033,80.4832,42,False,False,5,2,8
chay1248,Shawi,South America,Cahuapanan,-5.63764,-76.8252,18,False,False,6,5,7
chec1245,Chechen,Eurasia,Nakh-Daghestanian,43.5,45.5,70,False,False,1,2,10
chee1238,Che; Rukuba; Kuche; Bache; Inchazi; Sale,Africa,Atlantic-Congo,10.0031,8.67024,57,False,True,7,3,3
chen1255,Nyinpa Cone,Eurasia,Dravidian,15.8787,79.2534,70,False,False,7,3,3
chep1245,Chepang,Eurasia,Sino-Tibetan,27.7206,84.9017,24,False,False,5,1,8
cher1271,Hill Guang,Africa,Atlantic-Congo,6.05387,-0.10955,38,False,True,2,1,8
cher1273,CHEROKEE,North America,Iroquoian,35.4664,-83.163,16,False,False,2,1,7
chib1270,Muisca,South America,Chibchan,6.24999,-74.1666,22,False,False,6,5,7
chic1270,Chickasaw,North America,Muskogean,34.0,-88.0,25,False,False,6,5,7
chim1300,San Miguel Chimalapa Zoque,North America,Mixe-Zoque,16.6543,-94.6913,18,False,False,6,5,7
chim1302,Chimborazo Quichua,South America,Quechuan,-1.36727,-78.8521,33,False,False,8,2,10
chim1309,Chimila,South America,Chibchan,10.1902,-74.2559,36,False,False,10,5,6
chip1261,Chipewyan,North America,Athabaskan-Eyak-Tlingit,58.98,-104.44,61,False,True,6,5,10
chip1262,Chipaya,South America,Uru-Chipaya,-18.73951,-67.89633,51,False,False,6,5,10
chiq1248,Bésɨro,South America,Chiquitano,-16.769554,-61.817795,26,False,False,10,5,6
chiq1250,Mazateco,North America,Otomanguean,18.0541,-96.6659,38,False,True,10,5,6
chir1286,Nhandeva,South America,Tupian,-25.6521,-55.051,29,False,False,10,5,6
choc1276,Choctaw,North America,Muskogean,32.25,-88.5,21,False,False,6,5,7
chok1243,Chokri,Eurasia,Sino-Tibetan,25.5636,94.2887,39,False,False,5,2,8
chol1282,"Tila, Chiapas",North America,Mayan,17.4897,-92.4698,26,False,False,6,5,9
chol1284,Cholón,South America,Hibito-Cholon,-9.23129,-75.9621,20,False,False,6,5,7
chon1284,Chong,Eurasia,Austroasiatic,12.5218,102.514,40,False,False,7,3,3
chon1287,Chonyi,Africa,Atlantic-Congo,-6.518,38.672,47,False,True,9,4,4
chra1242,Chrau,Eurasia,Austroasiatic,10.8021,107.293,32,False,False,7,3,3
chua1250,CHUAVE,Papunesia,Nuclear Trans New Guinea,-6.17824,145.139,17,False,False,8,2,9
chua1256,HMONG,Eurasia,Bookkeeping,22.5638,101.95,55,False,False,2,1,7
chuk1273,Chukchi,Eurasia,Chukotko-Kamchatkan,68.6436,170.045,22,False,False,6,5,7
chum1261,Chumburung,Africa,Atlantic-Congo,8.15211,-0.2755,28,False,False,9,4,4
chuv1255,Chuvash,Eurasia,Turkic,55.487,47.163,39,False,False,1,2,9
coca1259,Kokama-Kokamilla,South America,Tupian,-4.5,-74.0,16,False,False,6,5,7
coco1260,Cocos Malay,Papunesia,Austronesian,-12.193342,96.833679,25,False,False,8,2,9
coeu1236,Coeur d''Alene',North America,Salishan,47.2958,-116.715,48,False,False,6,5,9
cogu1240,Kogi,South America,Chibchan,10.9485,-73.8043,36,False,False,10,5,6
cola1237,Kolakngat,Australia,Pama-Nyungan,-38.471266,143.422444,22,False,False,4,6,2
colo1256,Tsáfiki,South America,Barbacoan,-0.21181,-79.2347,26,False,False,10,5,6
coma1245,Comanche,North America,Uto-Aztecan,34.0,-101.0,18,False,False,6,5,7
como1259,Comox,North America,Salishan,49.7233,-124.967,39,False,False,6,5,7
copa1236,Zoque,North America,Mixe-Zoque,17.2157,-93.3183,32,False,False,8,2,9
copi1238,Copi,Africa,Atlantic-Congo,-24.8327,34.1097,57,True,True,8,2,10
coro1247,Ancash Quechua,South America,Quechuan,-8.57647,-77.9864,24,False,False,6,5,7
croa1245,Croatian,Eurasia,Indo-European,45.555,15.982,36,False,False,1,3,8
cros1244,Mbembe,Africa,Atlantic-Congo,6.16926,8.23592,37,False,True,9,4,4
crow1244,Crow,North America,Siouan,45.368,-107.874,23,False,True,2,1,7
cube1242,CUBEO,South America,Tucanoan,1.32382,-70.1939,23,False,False,10,5,9
cuib1242,Cuiba,South America,Guahiboan,6.19829,-69.8197,25,False,False,8,5,10
culi1244,Kulina,South America,Arawan,-8.55268,-70.6648,21,False,False,6,5,10
cupe1243,Cupeno,North America,Uto-Aztecan,33.3148,-116.515,31,False,False,6,5,7
curr1243,Curripaco,South America,Arawakan,0.69618,-67.5028,29,False,False,6,5,10
cusc1236,Cuzco-Collao Quechua,South America,Quechuan,-14.0853,-71.7663,31,False,False,6,5,10
cuvo1236,Cuvok,Africa,Afro-Asiatic,10.6448,14.0006,29,False,False,9,2,4
czec1258,Czech,Eurasia,Indo-European,49.873398,15.10437,40,False,False,1,2,8
dadi1250,DADIBI,Papunesia,Teberan,-6.65765,144.511,23,False,False,10,5,7
dagb1246,Dagbani,Africa,Atlantic-Congo,9.64745,-0.43227,37,False,True,7,3,3
dagi1241,Thakik,Africa,Narrow Talodi,10.583,29.9404,26,False,False,8,2,7
daha1245,DAHALO,Africa,Afro-Asiatic,-2.1843,40.37,59,True,False,1,2,9
dakp1242,Northern Cuona,Eurasia,Sino-Tibetan,27.3762,91.8245,53,False,False,8,2,10
dalo1238,BETE,Africa,Atlantic-Congo,6.69281,-6.63944,37,False,False,9,4,4
dang1274,DANGALEAT,Africa,Afro-Asiatic,12.1517,18.385,28,False,False,8,1,8
dani1285,Danish,Eurasia,Indo-European,54.8655,9.36284,68,False,False,8,2,10
dann1241,Dan,Africa,Mande,7.22812,-8.24535,92,False,True,3,3,5
darf1239,DAJU,Africa,Dajuic,12.2598,25.3127,30,False,False,8,2,4
dark1243,Darkhat,Eurasia,Mongolic-Khitan,50.623,99.4449,39,False,False,8,2,3
darl1243,Southern Paakintyi,Australia,Pama-Nyungan,-32.7021,142.695,26,False,False,4,6,2
darm1243,Darmiya,Eurasia,Sino-Tibetan,29.8629,80.5439,42,False,False,5,2,8
daun1234,Daungwurrung,Australia,Pama-Nyungan,-37.64264501,145.5879962,23,False,False,4,6,2
daur1238,Daur,Eurasia,Mongolic-Khitan,48.0,124.0,57,False,False,1,2,10
dawr1236,KULLO,Africa,Ta-Ne-Omotic,6.95,37.0,29,False,False,2,1,7
daww1239,Dâw,South America,Naduhup,-0.1177,-67.2934,39,False,False,3,2,6
daza1242,Daza,Africa,Saharan,15.7358,15.8517,32,False,False,9,2,4
defa1248,Defaka,Africa,Ijoid,4.58451,7.50186,42,False,True,3,3,5
dege1246,Degema,Africa,Atlantic-Congo,4.73373,6.80991,36,False,True,9,4,4
degg1238,Mo,Africa,Atlantic-Congo,8.43846,-2.28724,52,False,False,3,3,5
deni1241,Dení,South America,Arawan,-6.74962,-67.5029,22,False,False,6,5,10
deny1238,Denya,Africa,Atlantic-Congo,5.97237,9.39989,30,False,False,9,2,8
dera1245,DERA,Papunesia,Senagi,-3.52309,140.947,17,False,False,2,1,7
dera1248,KANAKURU,Africa,Afro-Asiatic,10.072,12.0256,35,False,False,8,2,9
desa1247,Desano,South America,Tucanoan,0.58157,-69.4955,18,False,False,8,5,9
dghw1239,Dghwede,Africa,Afro-Asiatic,11.05751,13.77847,38,False,True,9,4,4
dhal1245,Thalanyji,Australia,Pama-Nyungan,-22.196,114.937,26,False,False,4,6,2
dhal1246,Dhay'yi,Australia,Pama-Nyungan,-13.1806,136.22,26,False,False,4,6,2
dhan1270,Dhangu,Australia,Pama-Nyungan,-11.9493,135.752,26,False,False,4,6,2
dhar1247,Tharrkari,Australia,Pama-Nyungan,-24.0601,114.847,31,False,False,4,6,2
dhar1248,Dharumbal,Australia,Pama-Nyungan,-23.307,150.593,21,False,False,2,1,1
dhim1246,Dhimal,Eurasia,Sino-Tibetan,26.6283,88.3798,53,False,False,10,3,6
dhiv1236,Dhivehi,Eurasia,Indo-European,1.928498,73.54433,39,False,False,5,2,3
dhud1236,Dhudhuroa,Australia,Pama-Nyungan,-36.95881441,147.0450379,21,False,False,2,1,1
dhur1239,Dhurga,Australia,Pama-Nyungan,-35.412,150.134,25,False,False,4,6,2
dhuw1249,YOLNGU,Australia,Pama-Nyungan,-12.7825,136.008,23,False,False,4,6,7
dibo1245,babole,Africa,Atlantic-Congo,1.07773,17.2305,21,False,True,8,5,7
didi1258,Didinga,Africa,Surmic,4.21489,33.6869,58,False,True,7,3,3
dido1241,Tsez,Eurasia,Nakh-Daghestanian,42.2646,45.8096,42,False,False,1,2,8
dier1241,Diyari,Australia,Pama-Nyungan,-28.1667,138.0,25,False,False,4,6,2
digo1242,Digor Ossetic,Eurasia,Indo-European,43.158056,44.156944,42,False,False,2,1,7
digo1243,Digo,Africa,Atlantic-Congo,-4.62101,39.1752,48,False,True,9,4,4
dime1235,Dime,Africa,South Omotic,6.20951,36.3329,73,False,True,7,3,4
diml1238,Dimili,Eurasia,Indo-European,38.6147,39.6388,42,False,False,1,2,8
dira1238,Thirarri,Australia,Pama-Nyungan,-28.7992,138.078,25,False,False,4,6,2
diri1252,diriku,Africa,Atlantic-Congo,-18.1681,20.6678,28,False,False,1,2,4
dita1238,Ditammari,Africa,Atlantic-Congo,10.1614,1.18045,32,False,True,3,4,5
dizi1235,DIZI,Africa,Dizoid,6.1405,35.5763,30,False,False,1,1,7
djab1234,Djabwurung,Australia,Pama-Nyungan,-34.13829932,143.6694397,21,False,False,4,6,2
djad1246,Jardwadjali,Australia,Pama-Nyungan,-34.13829932,143.6694397,21,False,False,4,6,2
djam1255,Jaminjung,Australia,Mirndi,-15.0558,130.06,22,False,False,4,6,2
djam1256,Djambarrpuyngu,Australia,Pama-Nyungan,-12.021,135.59,31,False,False,4,6,2
djan1238,Djangun,Australia,Pama-Nyungan,-16.91051,144.93245,16,False,False,2,1,1
djap1238,Djapu,Australia,Pama-Nyungan,-12.879764,136.417978,25,False,False,4,6,2
djau1244,Jawoyn,Australia,Gunwinyguan,-14.1361,133.002,27,False,False,4,6,2
djaw1238,Jawi,Australia,Nyulnyulan,-16.4163,123.186,20,False,False,4,6,2
djee1236,Ndjebbana,Australia,Maningrida,-12.0133,134.097,21,False,False,4,6,2
djeo1235,Jabutí,South America,Nuclear-Macro-Je,-12.038,-64.6694,24,False,False,10,5,6
djin1251,Jingulu,Australia,Mirndi,-17.165,133.659,20,False,False,4,6,2
djin1252,Djinba,Australia,Pama-Nyungan,-12.93,134.967,25,False,False,4,6,2
djin1253,Djinang,Australia,Pama-Nyungan,-12.462,134.82,25,False,False,4,6,2
djiw1241,Jiwarli,Australia,Pama-Nyungan,-24.10724,116.98858,26,False,False,4,6,2
dobu1241,Dobu,Papunesia,Austronesian,-9.63239,150.825,24,False,False,8,2,9
dolg1241,Dolgan,Eurasia,Turkic,71.1083,94.2936,42,False,False,7,2,3
doma1258,Domari,Eurasia,Indo-European,32.0,35.0,45,False,False,1,1,8
domp1238,Dompo,Africa,Atlantic-Congo,8.182,-2.295,31,False,True,9,4,4
dong1285,Dongxiang,Eurasia,Mongolic-Khitan,35.5808,103.558,34,False,False,6,5,10
doya1240,Doayo,Africa,Atlantic-Congo,8.68604,13.0768,48,False,True,3,3,5
dual1243,Duala,Africa,Atlantic-Congo,4.10208,9.61877,33,False,True,9,4,4
dupa1235,Dupaningan Agta,Papunesia,Austronesian,17.3748,122.188,21,False,False,8,2,9
duru1236,Parji,Eurasia,Dravidian,19.0534,82.4881,31,False,False,5,3,8
duru1249,Duruma,Africa,Atlantic-Congo,-4.09629,39.322,49,False,True,9,4,4
dutc1256,Dutch,Eurasia,Indo-European,52.0,5.0,55,False,False,7,3,3
duun1241,Duungidjawu,Australia,Pama-Nyungan,-26.248,151.868,23,False,False,2,1,1
dyaa1242,Djabugay,Australia,Pama-Nyungan,-16.596,145.388,19,False,False,2,1,1
dyab1238,Jabirr-Jabirr,Australia,Nyulnyulan,-17.18653,122.52306,20,False,False,4,6,2
dyan1250,Thanggati,Australia,Pama-Nyungan,-30.8469,152.602,19,False,False,2,1,1
dyir1250,DYIRBAL,Australia,Pama-Nyungan,-17.4516,145.544,16,False,False,8,2,9
dyug1238,Jukun,Australia,Nyulnyulan,-17.906,122.408,28,False,False,4,6,2
dyul1238,Dioula,Africa,Mande,10.4536,-4.72007,39,False,True,3,4,5
dzal1238,Southern Cuona,Eurasia,Sino-Tibetan,27.7855,91.374,59,False,False,7,3,3
dzon1239,Dzongkha,Eurasia,Sino-Tibetan,27.410786,89.581604,58,False,False,5,3,3
dzuu1241,Dzuungoo,Africa,Mande,11.3796,-4.92036,55,False,True,3,3,5
east2282,Latgalian,Eurasia,Indo-European,56.826108,24.309118,55,False,False,1,2,4
east2295,Standard Yiddish,Eurasia,Indo-European,51.75,19.42,47,False,False,1,2,4
east2304,Eastern Hill Balochi,Eurasia,Indo-European,28.0,62.0,54,False,False,1,2,10
east2328,Cheremis,Eurasia,Uralic,55.8307,48.405,34,False,False,1,2,9
east2337,Eastern Yugur,Eurasia,Mongolic-Khitan,37.9882,101.762,42,False,False,6,2,10
east2347,Tamang,Eurasia,Sino-Tibetan,27.3239,87.0832,53,False,False,5,3,8
east2379,Eastern Arrernte,Australia,Pama-Nyungan,-23.3583,135.046,44,False,False,4,6,2
east2380,Eastern Anmatyerre,Australia,Pama-Nyungan,-22.2853,133.286,44,False,False,4,6,2
east2398,Kar,Africa,Atlantic-Congo,10.4987,-4.52253,26,False,True,9,4,4
east2426,Manding,Africa,Mande,9.33048,-10.5394,36,False,True,3,4,5
east2440,Taba,Papunesia,Austronesian,0.07337,127.423,37,False,False,8,2,9
east2516,KEWA,Papunesia,Nuclear Trans New Guinea,-6.32989,143.931,20,False,False,8,5,7
east2542,Ojibwa,North America,Algic,45.0112,-79.7503,27,False,False,6,5,7
east2555,Chiriguano,South America,Tupian,-20.42,-63.37,24,False,False,10,5,6
east2563,Cham,Eurasia,Austronesian,11.2853,108.49,35,False,True,8,2,10
east2652,"Oromo, Eastern",Africa,Afro-Asiatic,8.67428,41.4395,56,False,True,7,3,3
east2773,Dolakha Newar,Eurasia,Sino-Tibetan,27.576985,86.033964,36,False,False,10,5,6
ebir1243,Ebira,Africa,Atlantic-Congo,8.15516,7.06183,31,False,True,9,4,4
efik1245,EFIK,Africa,Atlantic-Congo,4.89379,8.38121,20,False,False,8,4,4
efut1241,Efutu,Africa,Atlantic-Congo,5.42441,-0.59545,50,False,True,3,4,6
egaa1242,Ega,Africa,Atlantic-Congo,5.56081,-5.41732,38,False,True,9,4,4
eggo1239,Eggon,Africa,Atlantic-Congo,8.71442,8.45686,40,False,True,9,4,4
egyp1253,Egyptian Arabic,Africa,Afro-Asiatic,31.0,31.0,67,False,False,1,2,8
ejag1239,Ejagham de l'ouest,Africa,Atlantic-Congo,5.54442,8.90959,32,False,True,9,4,4
ekar1243,EKARI,Papunesia,Nuclear Trans New Guinea,-3.88974,136.018,15,False,False,8,5,7
ekpe1253,Ekpeye,Africa,Atlantic-Congo,5.06715,6.53362,37,False,True,9,4,4
elfd1234,Elfdalian,Eurasia,Indo-European,61.291358,13.830399,87,False,False,8,2,3
elip1238,Nulibie,Africa,Atlantic-Congo,4.45694,11.193,30,False,True,9,4,4
eloy1241,Eloyi,Africa,Atlantic-Congo,8.24696,7.97061,51,False,True,9,4,4
emai1241,Emai,Africa,Atlantic-Congo,7.09089,5.84494,48,False,False,3,3,5
embe1259,Emberá-Baudó,South America,Chocoan,5.2824,-76.32548,33,False,False,10,5,6
embe1260,Emberá-Catío,South America,Chocoan,7.52721,-76.7476,31,False,False,10,5,6
embe1262,Emberá-Chamí,South America,Chocoan,4.8791,-76.0749,28,False,False,10,5,6
emer1243,Emerillon,South America,Tupian,3.23694,-52.3699,30,False,False,10,5,6
enap1235,PANARE,South America,Cariban,6.95035,-65.8483,25,False,False,2,1,7
