Glottocode,LanguageName,macroarea,family_name,latitude,longitude,total_phonemes,has_click,has_tone_segment,kmeans_cluster,kmeans6_cluster,hier_cluster
adan1251,Adang,Papunesia,Timor-Alor-Pantar,-8.18958,124.448,40,False,False,7,3,3
adio1239,Adioukrou,Africa,Atlantic-Congo,5.38228,-4.52522,31,False,True,9,4,4
adny1235,Adnyamathanha,Australia,Pama-Nyungan,-30.1451,138.671,27,False,False,4,6,2
adyg1241,Adyghe,Eurasia,Abkhaz-Adyge,44.0,39.33,59,False,False,1,2,9
adze1240,Adzera,Papunesia,Austronesian,-6.39394,146.294,25,False,False,1,2,10
afad1236,KOTOKO,Africa,Afro-Asiatic,12.0551,14.6343,35,False,False,9,4,9
afar1241,Afar,Africa,Afro-Asiatic,12.2281,41.8083,27,False,False,7,3,3
afit1238,Afitti,Africa,Nyimang,12.446,30.7611,26,False,True,8,2,9
afri1274,Afrikaans,Africa,Indo-European,-22.0,30.0,38,False,False,7,3,3
aghe1239,Aghem,Africa,Atlantic-Congo,6.38956,10.0807,42,False,True,7,3,3
aghu1254,Aghu Tharnggala,Australia,Pama-Nyungan,-13.735,142.426,27,False,False,2,1,1
agua1253,Aguaruna,South America,Chicham,-5.30044,-77.9218,20,False,False,10,5,7
ahan1243,Ahanta,Africa,Atlantic-Congo,4.85147,-1.94657,40,False,True,3,4,9
ahan1244,Ahaan,Africa,Atlantic-Congo,7.44139,6.00896,43,False,True,3,4,5
aheu1239,So,Eurasia,Austroasiatic,17.7655,104.229,71,False,False,7,3,3
ahte1237,AHTNA,North America,Athabaskan-Eyak-Tlingit,61.7068,-144.889,34,False,False,1,2,10
ainu1240,Ainu,Eurasia,Ainu,43.633654,142.46167,17,False,False,6,5,7
ajab1235,Adja,Africa,Atlantic-Congo,7.06634,1.64992,45,False,True,3,4,5
ajas1235,aja,Africa,Kresh-Aja,8.58003,25.6122,48,False,False,9,4,4
ajyi1238,Ashéninka,South America,Arawakan,-9.82364,-74.61947,26,False,False,6,5,7
akan1250,Akan,Africa,Atlantic-Congo,6.34756,-1.33254,60,False,True,3,3,5
akas1242,Akasilimi,Africa,Atlantic-Congo,8.8858,1.37035,52,False,True,3,3,5
akaw1239,AKAWAIO,South America,Cariban,6.16277,-60.862,23,False,False,2,1,7
akha1245,Akha,Eurasia,Sino-Tibetan,21.2309,100.964,57,False,False,1,2,10
akla1241,Aklan,Papunesia,Austronesian,11.5543,122.354,20,False,False,8,2,9
akoo1248,Akɔɔse,Africa,Atlantic-Congo,4.9243,9.65522,44,False,True,7,3,3
akpe1248,Akpes,Africa,Atlantic-Congo,7.50256,5.95559,34,False,True,3,4,4
akun1241,Akuntsú,South America,Tupian,-12.8322,-60.9716,22,False,False,10,5,6
akur1238,Akurio,South America,Cariban,3.19607,-55.6294,24,False,False,6,5,7
alab1237,Alabama,North America,Muskogean,30.76738,-94.62848,21,False,False,6,5,7
alab1254,Alaaba,Africa,Afro-Asiatic,7.39014,38.1732,61,False,False,1,3,4
alam1246,ALAMBLAK,Papunesia,Sepik,-4.66307,143.316,25,False,False,1,2,10
alaw1244,Alawa,Australia,Mangarrayi-Maran,-15.5458,134.282,28,False,False,4,6,7
aleu1260,Aleut,North America,Eskimo-Aleut,52.1228,-174.29,36,False,False,6,1,7
alla1248,Alladian,Africa,Atlantic-Congo,5.22371,-4.42647,36,False,True,3,4,5
alng1239,Alngith,Australia,Pama-Nyungan,-12.5324,141.938,28,False,False,2,1,1
alut1245,Alutor,Eurasia,Chukotko-Kamchatkan,60.3844,165.653,27,False,False,2,1,8
alya1239,Alyawarr,Australia,Pama-Nyungan,-21.0427,136.835,43,False,False,4,6,2
amah1246,Amahuaca,South America,Pano-Tacanan,-10.2012,-72.3208,23,False,False,10,5,7
aman1265,Amanab,Papunesia,Border,-3.51516,141.178,19,False,False,8,2,9
amar1271,Amurdak,Australia,Iwaidjan Proper,-11.9876,132.878,24,False,False,4,6,2
amar1274,Amarakaeri,South America,Harakmbut,-12.4931,-70.5533,33,False,False,10,5,6
amas1236,NYIMANG,Africa,Nyimang,12.0993,29.4332,25,False,False,8,2,9
ambe1247,Ambele,Africa,Atlantic-Congo,5.94043,9.62028,51,False,True,9,4,4
ambo1250,Ambon Malay,Papunesia,Austronesian,-3.71342,128.184,23,False,False,8,2,9
ambu1247,Abulas,Papunesia,Ndu,-3.7801,143.059,24,False,False,8,5,7
amdo1237,Khalong Tibetan,Eurasia,Sino-Tibetan,34.5177,100.485,59,False,False,1,2,10
amel1241,AMELE,Papunesia,Nuclear Trans New Guinea,-5.29126,145.687,19,False,False,8,2,9
amha1245,Amharic,Africa,Afro-Asiatic,11.708182,39.543456,65,False,False,1,2,9
amii1238,Emmi,Australia,Western Daly,-13.5573,130.04,32,False,False,4,6,2
amoo1242,AMO,Africa,Atlantic-Congo,10.3229,8.65405,35,False,False,9,4,4
amun1246,Amundava,South America,Tupian,-9.04023,-62.3064,26,False,False,10,5,6
ande1247,Antekerrepenhe,Australia,Pama-Nyungan,-22.51278,137.3515,44,False,False,4,6,2
andi1255,Andi,Eurasia,Nakh-Daghestanian,42.8078,46.2919,68,False,False,1,2,9
ando1255,Andoa,South America,Zaparoan,-3.29664,-76.6056,25,False,False,6,5,7
anei1239,Aneityum; Anejom̃,Papunesia,Austronesian,-20.1864,169.825,25,False,False,8,2,7
anfi1235,Anfillo,Africa,Ta-Ne-Omotic,8.568,34.647,48,False,False,7,3,3
anga1288,Angami,Eurasia,Sino-Tibetan,25.6841,93.8668,49,False,True,8,2,10
anga1290,ANGAATIHA,Papunesia,Angan,-7.15012,146.352,21,False,False,2,1,7
angg1238,Angkamuthi,Australia,Pama-Nyungan,-11.443,142.242,24,False,False,2,1,1
ango1258,Angolar,Africa,Indo-European,0.11438,6.59486,36,False,True,3,4,5
angu1242,Anguthimri,Australia,Pama-Nyungan,-12.395,141.755,36,False,False,2,1,1
anii1245,Anii,Africa,Atlantic-Congo,9.11127,1.60169,35,False,True,9,4,4
anin1240,Anindilyakwa,Australia,Gunwinyguan,-13.99904,136.6415,26,False,False,4,6,2
anta1253,Western Desert,Australia,Pama-Nyungan,-27.1152,134.838,23,False,False,4,6,7
anti1245,Antiguan Creole,North America,Indo-European,17.068263,-61.821863,37,False,False,7,2,3
anua1242,Anywa,Africa,Nilotic,7.57714,34.0267,46,False,True,7,3,3
anuf1239,anufɔ,Africa,Atlantic-Congo,10.2839,0.56021,59,False,True,3,4,5
anyi1244,Agni Morofo,Africa,Atlantic-Congo,6.1627,-4.64232,49,False,True,3,4,9
anyi1245,Anyi Sanvi,Africa,Atlantic-Congo,6.31781,-3.30532,39,False,True,3,4,9
aona1235,Ao-Naga,Eurasia,Sino-Tibetan,26.3241,94.3824,35,False,True,8,2,10
apal1257,Apalaí,South America,Cariban,1.49792,-54.7457,24,False,False,10,5,6
apat1240,Apatani,Eurasia,Sino-Tibetan,27.1933,93.7284,40,False,True,8,2,9
apia1248,Apiaká,South America,Tupian,-7.84711,-57.91,22,False,False,10,5,6
apin1244,Apinaye,South America,Nuclear-Macro-Je,-6.10774,-47.6315,49,False,False,10,3,7
apro1235,AIZI,Africa,Atlantic-Congo,5.20273,-4.52192,33,False,False,9,4,4
apuc1241,Andamanese,Eurasia,Great Andamanese,12.241,92.7965,35,False,False,5,2,8
apur1254,Apurinã,South America,Arawakan,-8.21692,-66.7714,40,False,False,10,5,6
arab1267,Arabana,Australia,Pama-Nyungan,-28.705,135.449,24,False,False,4,6,2
arab1268,Arabela,South America,Zaparoan,-1.96126,-75.0612,29,False,False,6,5,7
arag1245,Aragonese,Eurasia,Indo-European,42.4669,-0.00919,45,False,False,8,2,8
aran1237,Arandai,Papunesia,South Bird's Head Family,-2.08016,132.983,18,False,False,8,5,9
arao1248,Araona,South America,Pano-Tacanan,-12.4242,-67.7293,23,False,False,6,2,7
araw1273,Araweté,South America,Tupian,-4.90246,-52.5001,21,False,False,10,5,6
araw1276,Lokono,South America,Arawakan,5.64295,-56.9243,21,False,False,8,5,9
arbe1236,Arbëresh Albanian,Eurasia,Indo-European,38.911,16.7164,37,False,False,1,2,4
arbo1245,Arbore,Africa,Afro-Asiatic,4.92183,36.7986,55,False,False,1,2,10
arch1244,ARCHI,Eurasia,Nakh-Daghestanian,42.3239,46.8267,75,False,False,1,1,10
argo1244,Argobba,Africa,Afro-Asiatic,10.6596,39.756,35,False,False,1,2,9
arhu1242,Ika,South America,Chibchan,10.7018,-73.6363,32,False,False,8,5,9
arik1265,Arikapú,South America,Nuclear-Macro-Je,-12.4878,-62.7261,25,False,False,10,5,6
arin1244,Aringa,Africa,Central Sudanic,3.56143,31.3071,49,False,True,9,4,4
arit1239,Aritinngithigh,Australia,Pama-Nyungan,-12.50839255,142.138748,22,False,False,2,1,1
asha1243,Asháninka,South America,Arawakan,-11.9311,-73.9073,22,False,False,6,5,7
ashe1272,Ashéninka,South America,Arawakan,-10.9777,-74.9153,28,False,False,6,5,7
assa1263,Assamese,Eurasia,Indo-European,26.0876,91.2932,37,False,False,5,2,8
astu1245,Asturian,Eurasia,Indo-European,42.4181,-6.02227,27,False,False,1,2,8
atam1239,Atampaya,Australia,Pama-Nyungan,-11.0018,142.273,26,False,False,2,1,1
atay1247,Atayal,Papunesia,Austronesian,24.5209,121.388,27,False,False,6,5,7
atti1239,Attie,Africa,Atlantic-Congo,5.9977,-3.8209,43,False,True,3,4,5
auuu1241,Au,Papunesia,Nuclear Torricelli,-3.53277,142.105,17,False,False,6,5,7
avac1239,Avá-Canoeiro,South America,Tupian,-13.6081,-48.1336,24,False,False,10,5,6
avar1256,Avar,Eurasia,Nakh-Daghestanian,41.7047,46.558,64,False,False,1,2,10
avat1244,Avatime,Africa,Atlantic-Congo,6.8688,0.41314,49,False,True,3,4,5
avik1243,Avikam,Africa,Atlantic-Congo,5.15838,-5.2529,34,False,True,9,4,4
avok1242,Avokaya,Africa,Central Sudanic,4.38639,29.9379,55,False,True,9,4,4
awab1243,Awabakal,Australia,Pama-Nyungan,-33.12847,151.43555,16,False,False,2,1,1
awac1239,Awa-Cuaiquer,South America,Barbacoan,1.21652,-78.3401,26,False,False,10,5,7
awad1243,Awadhi,Eurasia,Indo-European,27.5907,82.4663,45,False,False,5,2,8
awar1248,Awara,Papunesia,Nuclear Trans New Guinea,-6.16986,146.372,24,False,False,8,2,9
awet1244,Awetí,South America,Tupian,-12.381944,-53.391944,26,False,False,10,5,6
awin1248,Awing,Africa,Atlantic-Congo,5.88362,10.264,56,False,False,7,3,3
awiy1238,Auyana,Papunesia,Nuclear Trans New Guinea,-6.54079,145.76,20,False,True,6,5,7
awng1244,Awiya,Africa,Afro-Asiatic,10.9819,36.6916,39,False,True,1,2,9
awtu1239,Awtuw,Papunesia,Sepik,-3.53129,141.928,18,False,False,8,2,10
axiy1235,Ahi,Eurasia,Sino-Tibetan,24.6009,103.713,52,False,False,8,2,10
ayab1239,Yintyingka,Australia,Pama-Nyungan,-14.6652,142.893,26,False,False,2,1,1
ayac1239,Ayacucho Quechua,South America,Quechuan,-13.84714,-74.32246,17,False,False,6,5,7
ayer1245,Uwu,Africa,Atlantic-Congo,7.52206,6.01979,43,False,True,3,4,5
ayer1246,Ayerrerenge,Australia,Pama-Nyungan,-22.51278,137.3515,43,False,False,4,6,2
ayor1240,Ayoreo,South America,Zamucoan,-19.220055,-60.217495,30,False,False,10,5,6
baan1242,Kambari,Africa,Atlantic-Congo,10.8083,5.7261,56,False,True,3,3,5
baat1238,Bariba,Africa,Atlantic-Congo,9.63186,2.99607,30,False,True,3,4,5
baba1264,Baba,Africa,Atlantic-Congo,6.11222,10.5216,30,False,False,8,2,9
baba1266,Babanki,Africa,Atlantic-Congo,5.97863,10.2869,33,False,False,1,2,4
bada1257,Badaga,Eurasia,Dravidian,11.3094,76.5974,38,False,False,5,3,8
bade1248,Bade,Africa,Afro-Asiatic,12.789,10.6557,46,False,True,7,3,3
badi1246,Badimaya,Australia,Pama-Nyungan,-29.0647,117.246,23,False,False,4,6,2
bady1239,Pajade,Africa,Atlantic-Congo,12.6425,-13.4759,43,False,False,10,2,5
bafa1247,Bafo,Africa,Atlantic-Congo,4.53307,9.522,47,False,True,7,3,3
bafa1249,Nchufie,Africa,Atlantic-Congo,5.84612,10.4518,52,False,True,3,3,5
bafi1243,Bafia,Africa,Atlantic-Congo,4.72603,11.0982,51,False,True,7,3,3
bafu1246,Bafut,Africa,Atlantic-Congo,6.14153,10.1194,49,False,True,7,3,4
baga1272,Baga Sitem,Africa,Atlantic-Congo,10.4793,-14.4756,24,False,False,8,2,8
baga1273,Baga Koga; Koba; Barka,Africa,Atlantic-Congo,10.1286,-13.947,25,False,False,8,2,4
bagi1246,Bagirmi,Africa,Central Sudanic,11.52392,14.769495,44,False,True,5,3,3
baim1244,Baima,Eurasia,Sino-Tibetan,33.1001,103.952,66,False,False,1,2,10
baka1272,Baka,Africa,Atlantic-Congo,2.16013,13.7804,38,False,True,9,4,4
baka1273,Bakaka (Mwaneka),Africa,Atlantic-Congo,4.79991,9.80402,34,False,True,7,3,3
baka1274,baka,Africa,Central Sudanic,4.65943,29.59,46,False,False,9,4,4
baka1277,Bakairí,South America,Cariban,-14.2628,-54.7034,30,False,False,10,5,6
bakh1245,Bakhtiari,Eurasia,Indo-European,32.0163,49.7713,36,False,False,1,2,10
bako1249,Bakoko,Africa,Atlantic-Congo,3.56518,9.99905,33,False,False,9,4,4
bako1250,Kole,Africa,Atlantic-Congo,4.43654,8.97387,34,False,False,9,4,4
bala1302,Balante,Africa,Atlantic-Congo,12.5382,-15.6658,50,False,True,7,3,3
bali1278,Balinese,Papunesia,Austronesian,-8.35714,115.075,24,False,False,8,2,9
balt1258,Balti,Eurasia,Sino-Tibetan,34.4491,77.2859,53,False,False,7,3,3
bamb1262,Northern Mao,Africa,Blue Nile Mao,9.82554,34.6522,35,False,True,7,3,3
bamb1265,Bambalang; Círàmbɔ́,Africa,Atlantic-Congo,5.861,10.544,57,False,True,7,3,3
bamb1269,Bamana,Africa,Mande,12.9,-7.65,55,False,True,3,3,5
bame1260,Mamenyan,Africa,Atlantic-Congo,5.77049,10.3302,50,False,False,8,2,9
bamu1253,Shupamem,Africa,Atlantic-Congo,5.49017,10.8477,38,False,False,9,4,4
bamu1256,Bamunka,Africa,Atlantic-Congo,6.00203,10.5127,32,False,False,1,2,8
bana1305,bana,Africa,Afro-Asiatic,10.3535,13.6131,43,False,True,9,4,4
band1337,Bandjigali,Australia,Bookkeeping,-30.0771,143.282,26,False,False,4,6,2
band1345,Banda,Africa,Atlantic-Congo,8.03339,23.9021,46,False,True,9,4,4
band1352,Bandi,Africa,Mande,7.73729,-10.1684,48,False,True,3,3,5
band1353,Banda Malay,Papunesia,Austronesian,-4.55565,129.905,23,False,False,8,2,9
bang1339,Parnkalla,Australia,Pama-Nyungan,-33.3036,136.079,23,False,False,4,6,2
bang1356,Bangolan,Africa,Atlantic-Congo,6.0125,10.667,40,False,True,9,4,4
bani1255,Kurripako; Baniwa; Baniwa (Icana),South America,Arawakan,2.17859,-67.7704,36,False,False,2,1,10
bank1256,Bankon,Africa,Atlantic-Congo,4.3702,9.6403,34,False,True,9,4,4
baou1238,Baoulé,Africa,Atlantic-Congo,5.42509,-4.76565,37,False,True,3,4,5
bara1380,Barasana-Eduria,South America,Tucanoan,0.02193,-70.808,17,False,False,8,5,9
barb1263,Barbareño,North America,Chumashan,34.462,-119.699,44,False,False,6,5,10
