,m,i,k,j,u,a,p,w,n,t,l,s,e,ŋ,o,b,ɡ,h,d,r,ɲ,f,t̠ʃ,ɛ,ʔ,ɔ,iː,aː,ʃ,uː,z,d̠ʒ,v,ɾ,eː,oː,t̪,ts,ə,˦,˨,ĩ,ã,n̪,ũ,ɨ,kʰ,x,pʰ,ʈ,ȵ,ɳ,ɪ,ɡb,kp,ʒ,ɣ,c,ʊ,kʷ,ɭ,d̪,tʰ,mb,ɟ,ȶ,ɔː,õ,ɛː,ɻ,˧,ẽ,nd,β,ɓ,ŋɡ,dz,ɗ,ɛ̃,ȴ,ɔ̃,q,kʼ,e̞,o̞,ɖ,l̪,ɑ,ɡʷ,χ,æ,ʂ,tsʰ,t̠ʃʰ,ɯ,tʼ,ɽ,t̠ʃʼ,˦˨,ɬ,n̠d̠ʒ,ð,pʼ
ʔ,-0.02516362515029205,-0.04937450268805516,0.029260378614472147,-0.04536410166355734,0.0025062447702080617,0.02904832854063759,-0.036012901525860154,-0.010111301587493503,0.014048020963161788,0.005568855695291835,-0.014623079115811594,-0.028506243678857245,0.005178766007426932,0.007235787441792828,-0.013175413980772611,0.0061092521502113944,-0.01378862053392607,0.019912462125151964,0.02180556992420308,-0.003984387956030475,-0.004437953729463439,-0.000806184132824589,0.006185780062348255,-0.019595748134452137,1.0,0.009599901829111128,-0.01917095775140974,0.011870927015719073,-0.017649134720558398,0.028980184138628805,0.022772966154845024,0.0058822474214151365,-0.013515820853812942,-0.013460563588344052,0.02606205529295087,-0.023247820273369905,0.008146812268791341,0.010872885038960849,-0.008203827228803359,0.00929661303710705,0.0025069421418969693,-0.014238826729906274,-0.02334403912928494,0.0191713025928628,0.037555611452218245,-0.008599995141745701,0.014639436023091496,-0.016547985708674395,0.009787621151318636,0.028410308757685458,-0.03568309643767246,-0.02360594403145493,-0.038803056552200434,-0.017856993872227507,-0.01967304063190449,-0.009625664976890247,0.01027743673769079,0.007718045894410043,0.03351855651700402,0.022585453951557297,-0.017930124246144173,0.03724023562057995,0.0183467698905544,-0.03641403443226175,0.044118910919589596,0.03523293542001751,0.01045085136002609,0.029369206652370927,0.009651766488682625,0.006563151082479372,0.005040269315089118,0.028667946193505878,-0.043239611685574754,-0.012250352212642698,-0.028886507163460536,-0.03810713787897911,0.015499675245120439,0.0011865887603640334,-0.04992525183678138,-0.00983587068091208,-0.05158008695464845,-0.015143917671218251,0.008651995546111376,-0.029490665913421574,-0.017352700142029498,0.01530639961714503,0.007361850823064677,-0.03266815105929397,0.00943074329600163,-0.05143018257714027,-0.0008676441328835744,-0.04612150334103967,0.03811383705353062,-0.04933646039231138,-0.042868581328477984,-0.05467087700244256,0.05917737011761136,0.045711448415239386,-0.02039398539640482,-0.0036589613992302197,0.046362055115847414,0.00460591566106749,0.060668889091829055
ɔ,0.011359276876311546,0.01836020809053544,-0.04075347917815554,0.03214788197344471,0.016142508255551916,-0.044193447769084994,0.020378074100145672,-0.025218114429096685,0.001965718452322473,-0.023169551259939813,0.02400658571582651,-0.011067952670618173,-0.02262231632773257,0.025407985991302968,0.028999644926202762,0.021650236471289636,-0.022248074956571624,-0.01969448341315409,0.0262558381377466,-0.01644111328243667,-0.01633721301534112,0.020046839538922792,-0.022341231192028573,-0.019734794518179943,0.009599901829111128,1.0,-0.020392748979221904,-0.028148439321795088,0.003838165597074341,0.0006735348532520944,-0.022520723127550747,0.029508710605424874,-0.030294430639932084,0.011714355556644115,0.00967308524292064,-0.0028687095314421764,-0.015269709746292052,-0.01906277809665013,0.0004858680305185279,-0.018552104778222837,-0.02075737018313799,-0.005310109188338951,-0.014347629627085889,0.0006855862614466721,0.0031338456520972175,0.004233314508339485,0.01924340473181467,-0.02224017373174504,0.03771316762135866,-0.009519332558488464,0.023706635053437522,0.019497498881676137,0.03647750381891798,0.018021054124518304,0.00784849336928539,-0.005646146665458736,-0.033666817218552914,0.011387680329567584,0.030884868007126077,-0.012446309018106672,0.03217534426507707,-0.0429770410002245,0.04072032675702527,-0.03539397555301506,-0.0028310282940317614,-0.004907133958091147,-0.010672845735275294,-0.029052300579352264,-0.032066854452461865,0.02027512347869891,0.005371409988765945,-0.030831582085151188,-0.023996786628855342,-0.0446398800271967,0.0028295480883629197,-0.03409456969441197,-0.030487729264131423,0.035877856124028995,0.021644666771707788,-0.01220020423359461,-0.045102673637267394,-0.00600581336917869,-0.010688653110676733,-0.04936229300117897,0.021418715267597668,0.05259861598327735,-0.010143352754912042,0.04495307823033684,-0.04745340612250599,-0.026505218481554797,0.012076420164346735,0.023540743069744408,-0.03716765172661119,-0.03585737961876443,-0.033757895834868476,0.018509714663645527,-0.006981835264189074,0.014342826694672562,0.05503126215640856,-0.057723048280275496,-0.026955407513173008,0.001143266976433393,0.03651046114757078
iː,0.05667950555406007,-0.038263449322594664,-0.0033010072506333733,-0.020833403998508495,0.01800212345132026,-0.019720111830814836,0.0032326923305633923,0.010473152887083618,0.03535011907100085,-0.027807179561291397,0.022726760061705275,0.026865412001019894,-0.0008692344033267991,0.016229176159344626,-0.019881018272966174,-0.026868006197675445,-0.021540810460636276,0.022500959584382994,-0.013816256928974627,-0.017511753242479326,0.0235033164174699,0.018890932323345492,0.00973656370855977,-0.005022946221294854,-0.01917095775140974,-0.020392748979221904,1.0,0.03057892969971308,0.029026193214121077,-0.019084722104789963,0.005195046383276598,0.023913403058928848,0.02636844110356201,0.018117949911382315,-0.0003379518890701029,-0.006200270988518264,-0.019085398168078867,0.0264146929722769,-0.02321582822220462,0.028547090546809307,0.02873530858402191,-0.007050271092666867,0.028978547689989326,-0.016057671181414507,0.013614766792279175,-0.024663751437979047,-0.00445582821909032,0.007771968477565418,-0.004761996032065255,0.01727622089206496,-0.009772446647466765,-0.0030828439252007646,0.027137201979265446,0.017775127609417164,0.01597364373752386,0.023309067435888002,-0.004779284360695806,0.012424748610929678,0.03519451635690966,-0.0033246378830885984,-0.037256452816489115,0.026965508528605527,0.02594321497816893,-0.03811875028192378,0.01541616352073643,-0.0006952973279773392,-0.011052073306053997,-0.017231857654326898,-0.011983982550733822,0.033912733145813855,-0.009079346495031847,-0.006868400231503627,-0.021001065770835263,0.0410077909967692,-0.01886552708381982,-0.02813988214091567,0.03512804480280718,0.011013615993752843,-0.0031570194143573493,0.03719874341255605,-0.014245386377169387,0.03416385477474462,0.004161439060791043,0.0022332377617705016,0.01083948454937204,-0.02785746606252819,0.01978487450604545,0.02235028553479936,0.05359893550208572,0.040410489191346065,0.03210576742788144,-0.001149558106234435,0.00691959814914018,0.01646191569982097,-0.0007466218042153682,0.02604599932045482,0.04697822510022646,0.005113773540683182,0.021859554164500493,0.005681974774961842,0.0249666476746513,-0.004033290557841809,0.004721263311348991
aː,0.060985065711525,-0.007434745449178751,0.026729986484606467,-0.002219126014514357,-0.02737541124866921,0.007556900062176326,0.02678686216731182,0.00403991480632751,-0.020902134536471387,0.007402980210055855,-0.02614644647315564,-0.009933050179521159,0.025014618480197766,-0.013028318262516292,-0.009826303044182793,0.0267723070217903,0.0219535805556952,-0.009277635109806967,0.00759906473205929,-0.018301033455436693,0.021697404135095456,0.026567958848136345,0.00045476230224492385,0.02288337891232209,0.011870927015719073,-0.028148439321795088,0.03057892969971308,1.0,-0.01981640566826161,0.031312799057659615,0.030401082067302992,-0.026096946905717688,0.0053187907385335515,6.543647124685687e-05,0.016577387415157428,-0.0012390883773737503,-0.016940334474679165,0.005403637990569058,0.0328175141536801,-0.01726114539621934,-0.022061825298169947,-0.011190582018367451,0.032066606499452935,-0.0035576819438109266,0.005654752213168378,-0.017709800786019032,0.036830370174887134,0.03614612722926879,0.028571548832289042,0.029135162285146867,-0.027444466244577217,0.04071321578754006,0.00937014640698281,0.03633858685570776,0.034487363257816796,0.027911139704507554,-0.03834014045094134,0.004731849978886215,-0.0010348851395995894,0.00892567333913802,0.009219376356973945,-0.02270159050219178,0.013814212986379644,-0.012219454533407932,-0.018245411035321964,-0.03514773555711932,-0.03319161034804292,-0.021375617174537943,0.032768871013019535,0.01162802406758863,0.0018401300104067058,-0.014592912360608428,0.004943000845170916,0.04589073091554791,-0.005467694742409395,-0.005467694742409395,-0.008403264563432586,0.03366001035866855,0.0018576500767862956,-0.00448598432321395,-0.0029259348373675675,0.016539299067441483,0.004337701026996007,-0.016162798749127256,-0.02238942524371017,0.024250394779778767,0.03467044531350316,0.006268929740778356,0.05306546873197458,-0.024674217120586452,-0.038649995306271556,-0.023944881254771476,-0.007595944445740183,-0.010361949638177177,-0.028676642105901144,0.02741501717601513,0.010450684067808412,0.0019685175137050532,0.044379350284221845,-0.002355143894104491,0.04321477185131529,-0.017209814163677284,0.000527808391757539
ʃ,0.04981931714929684,0.021388382909626392,-0.013484245730272447,0.04247629469324824,0.04615364428318278,0.004886605007000221,0.02359263776536102,-0.017560274925610166,0.02438642262800031,0.023808715909583757,-0.024804003116791633,-0.02064368226276646,-0.019454610345688274,0.02583729194471907,0.0007815290098193478,0.00623307918273037,0.029102085054392133,-0.00025208978127664195,0.028550069161009158,-0.017979283896011472,-0.02450595407951803,0.007493011649246125,0.014399158823063512,-0.02468602528019367,-0.017649134720558398,0.003838165597074341,0.029026193214121077,-0.01981640566826161,1.0,0.0001391200859423668,-0.016981331600044152,0.0207568318679257,-0.029936380349673643,0.01196243907019281,-0.03357600186111305,-0.01199192985657919,0.01996195459352845,-0.01840589913032501,-0.03485443815741553,0.0030115224346340718,-0.0017518822874950184,-0.018112114661983314,-0.015969160691242688,0.00598339837199169,-0.019664357471383013,0.01633667748373205,-0.025246723837631824,0.03089953034083451,0.03442330533940403,0.023251259918330134,-0.0389019982135296,-0.00196165235412061,-0.006758728184688959,-0.031547518919926236,-0.027795513493744414,-0.00797735719098784,0.03675099132912667,-0.01758675499099136,0.005496275310085138,0.00323226921738348,0.008451780926517922,0.034025342008474645,-0.0427131187414646,-0.005480073966284631,0.01864056512476034,0.015725259622369384,-0.0004685184769462012,-0.03885945785026326,0.01671880131570016,0.04423634937479783,-0.018848152900153882,-0.038572225101645465,-0.003679153148289195,0.02750657818256133,-0.007922813599675824,0.004613119789085923,0.013823782860178501,0.007015042686087152,-0.025341711831956545,0.004476016080599543,-0.038348211306727234,-0.03876694876379928,0.015096779638950064,0.050521031770898076,-0.04126652594988564,0.0550981244974114,0.03946714052127448,0.03365488695479828,0.0019763234266326176,0.05520113052024611,0.014621912144762978,-0.04848705735701781,-0.03212671671368229,-0.006736098315010307,-0.011491721081831403,-0.040993228533777536,-0.0442386720717072,0.0056912285118261895,-0.00179825657570382,-0.041519390962640776,-0.02310077746908253,0.036480889384786025,0.03152133194816019
uː,0.05230582926339532,-0.045612548259540336,-0.006084777395893939,-0.015360648416644912,-0.0089398301754769,-0.014106640336067188,0.0049900637215520025,-0.03943819979130196,0.01373800091001816,0.02231226581552107,-0.011250402379415672,0.01663707497382127,0.01464996018646324,-0.007362138990506807,-0.02909748039318491,-0.0031526337376795136,-1.3621922703158295e-05,-0.003805980804573562,0.004404929927071891,0.027567296524612327,0.02874591430618994,-0.018932905834955407,-0.018432329886533816,0.005185168034992718,0.028980184138628805,0.0006735348532520944,-0.019084722104789963,0.031312799057659615,0.0001391200859423668,1.0,0.027723501764838603,-0.03059903752216622,-0.0056806036265778,-0.022803366426219145,0.03443069142392972,0.004676875586791617,-0.0088040922242407,0.013591383233815327,0.0006633925300590316,-0.019009931675488638,-0.01912784746780164,-0.012044020320355784,0.020773844958530935,-0.004972310122858644,0.030280060615659247,-0.02463700779493898,-0.004017609058782379,-0.002421008175300916,0.007935487789673843,0.029829531455146233,0.0059079046235519135,0.015158039401154915,0.025858310264934074,-0.04193340320606604,-0.04106584161111571,0.029768970351802374,-0.007778642981542095,0.026947710032103292,0.02404353406113322,0.007910100588861027,-0.023863329290737367,0.03204649243792075,0.018186582207487943,-0.020257048441864607,0.03133322597888964,0.011733294786057311,-0.02319372225150864,-0.03570371549066531,-0.03657448732101266,-0.039407515460264324,0.005874078749908125,-0.02009489536402804,-0.003697375752457803,0.03741168498104775,-0.008099096207368607,-0.008099096207368607,0.04638929608884534,0.019491184519400913,0.007915017759646457,0.044797990521779754,-0.00802197121011725,0.014941725599884116,-0.015986702551042276,0.015389853958088113,0.02037224510724743,-0.023020989504003966,0.025145390045856714,0.02290646851738826,-0.04386706051296844,0.03654247876069649,0.023336311912496997,0.0014605312478334596,-0.010889660443690925,0.002800468424855932,-0.019803572036754986,0.006772670142798131,0.0494895693623017,-0.006042399623052941,0.04094618951840099,-0.023954596167584448,0.03476244809680567,0.0006219308145858712,-0.0083108840536574
z,0.034351713838015746,0.05430290171650202,-2.6764302932014254e-05,-0.04793029992781733,0.008679693723443814,0.015218592209588652,-0.01875862908197062,-0.02296257999250702,-0.01609993366456702,0.011074266994202131,-0.0032388866586419143,0.02092063040584094,-0.020631702487753433,-0.02102873297827648,-0.027707638344020312,0.007031499409264435,0.02244899465966876,0.013887617623343299,0.005197252232076138,0.0071090934677472215,-0.013499878734779524,-0.002931124204554949,0.0187194676255176,0.030269690477555636,0.022772966154845024,-0.022520723127550747,0.005195046383276598,0.030401082067302992,-0.016981331600044152,0.027723501764838603,1.0,0.021292839062440866,0.03434969850648864,-0.011006985387276996,-0.0032791228044424265,0.0016082113346640246,-0.02864657058488742,-0.012819896217154406,-0.033111386847298266,-0.008203315365491005,-0.00855033844190456,-0.02695943359493852,-0.029564237291688795,-0.007342664951757717,-0.010592717350503869,-0.029557433449395244,0.016000252008227633,0.02272185260174557,0.002674997249828049,0.022786580264931928,-0.002021808853668105,-0.02267221701992473,-0.03461472894950555,0.02686380168006247,0.01591292677550012,-0.024600607030277846,0.02963845359359332,0.027080387434182337,-0.04253089878638093,-0.03837326988375247,-0.024481925161746892,-0.02152031470073244,-0.015988502871025486,-0.03162682109220107,-0.0156055191915164,-0.04414455610662523,-0.004418641844360218,0.022024996824074345,0.02890620012627398,-0.01865124435723677,0.01653390505552466,0.03486542853300123,-0.013505249964193005,-0.02621531199724949,0.036630587712494965,-0.03821275394233043,-0.02402784079545778,-0.020862046774882754,0.03802632352898102,0.03248496957771157,0.03582576912685029,0.006575405060352483,-0.033749098868931765,0.04881415591611499,0.046213684971094106,-0.018035039582460246,-0.023483806721483338,-0.029663394623085777,-0.03419204344438801,-0.030251697880803216,0.017988328767886707,0.020570399202179283,0.0030836082295486967,-0.02976886190498372,-0.03221364319280964,-0.05897535760847669,0.0032361314970931173,-0.04134876902856525,0.0071243495661912305,-0.0074407951793524505,-0.006848282751808304,0.018034107339679604,0.004211558001482063
d̠ʒ,0.017198491862057682,-0.04530973392267138,-0.004299063916776357,0.021253384114289484,0.003225722476848823,-0.04819408825014638,0.018472097981367844,-0.01842475742804384,0.040375405168632514,0.018114675762976547,-0.014529876729958877,-0.0009336380940689206,-0.022940625097114087,-0.013004604091297285,-0.006327525033989648,-0.0046506302045955855,-0.011938262453200645,0.017699464408806178,0.023032563344650862,0.005373324133518516,-0.003163668927321737,0.009416351461265978,0.02538014126211189,0.024008427230137425,0.0058822474214151365,0.029508710605424874,0.023913403058928848,-0.026096946905717688,0.0207568318679257,-0.03059903752216622,0.021292839062440866,1.0,-0.029101915481507118,0.01982769688111485,-0.0017038139522480697,0.005347694903972535,-0.010960074062367535,-0.00925216143535176,0.032133564886189445,-0.011178742054584268,-0.011769086766285452,0.02868389453842679,0.014556128140803442,0.03142537208650573,0.03379253337986909,-0.00019746448263482653,0.005382830507149362,-0.038966254080453996,0.00159906338755798,0.009734392423459514,0.025508347596335516,-0.02025807534197755,-0.04175594047280629,0.03946608456970751,0.02194641929294018,0.010960297457155205,-0.016704158395280055,0.045583321668554215,-0.023657887723984337,0.014704193673265106,-0.01169776160277918,-0.025322168142720054,-0.020219665822755382,-0.04364872688429071,-0.010137548093802311,-0.021093969601093533,0.0199805399455062,0.04401444343382971,-0.014105842491784865,0.0050476369055510355,0.03186065657207652,0.046758159070171154,-0.033574824043673304,0.04338843649857967,0.0011611942198247675,-0.039608937855194495,0.01260105905019003,-3.365095321053168e-05,-0.044515626683238996,0.05361034221767629,-0.047519842721166335,0.006451182620736903,0.028340535613403633,-0.006284275794805077,0.0066770738490824775,0.02881652227311077,0.03905428175562101,0.008760218844572126,0.00407783373907775,-0.056618347047217105,-0.020899314731724992,-0.0582851516615397,-0.0055936310900771375,0.034671675485197624,-0.030139421059299024,-0.016755076611364727,-0.0349800437227517,-0.06740976461213147,-0.0036223797222770526,0.01343984898573365,0.007987660781706332,-0.008676220101567987,0.0056155701641488484
v,0.04048293316978051,-0.06299951252063189,0.024037969276424254,0.021253384114289484,0.03065775807869753,0.023882139315903307,-0.013961531108583395,-0.012347792126460129,-0.0201902194403921,0.0322766641918042,-0.007929022981566723,-0.030446114015556483,-0.014190232843059088,0.032869904829184476,0.011018861704859453,-0.019488260784915886,-0.030659782671899394,0.026359752804552317,-0.029450114294161524,0.015876695777909722,-0.02013536343789702,-9.088953667854032e-05,0.027155988091275316,0.02349692944627298,-0.013515820853812942,-0.030294430639932084,0.02636844110356201,0.0053187907385335515,-0.029936380349673643,-0.0056806036265778,0.03434969850648864,-0.029101915481507118,1.0,0.032253901646047876,0.02601553179945691,0.02067683240648812,0.029160411539082165,0.030777220037577237,-0.018348448825707336,0.026728313725065674,0.023673099759081006,-0.0256504268511955,-0.021510722696965086,-0.02982934857200741,-0.005471683323848086,0.03919285309231239,-0.016938349451987394,-0.010913129554707794,0.007266102363659225,0.006868081474413789,0.025508347596335516,0.006804281240374997,-0.023946602628285265,0.04486161877462338,0.030411486835822028,-0.010534134223981409,-0.020151003229602227,-0.005072089413355569,-0.024022315141839803,0.00849974817529635,0.016263786453955528,-0.015829081733963576,-0.007357576272125926,0.0016675262528470125,-0.030320417138073732,-0.021093969601093533,0.01673278802786808,0.017988511664260836,0.03477564162880734,-0.0014922010858029705,0.03475584615125144,0.01365719149365595,-0.00023594610307226837,-0.02700666359867212,-0.046733815305197865,-0.009328208692680189,-0.0014909890139266286,-0.0370766202473638,-0.018839073563219462,0.05361034221767629,-0.03638132513587763,-0.013237139094162817,0.009008924033512769,-0.04598980462609384,-0.04110362013481494,0.04082969408477608,0.0553063599924218,0.054844745935490456,0.00407783373907775,0.05104377507687217,0.04450371813917661,0.0031882890051666227,-0.0582851516615397,-0.03972226590982719,0.010249960494369518,0.024787127833708525,-0.016755076611364727,0.038455853167248755,0.05105252161188387,0.04143453123808504,-0.00568554020706608,0.05325487104987163,0.06334319359037763
ɾ,-0.07637401229921836,0.009887632134166883,-0.04983623743142423,0.02663531782049722,-0.005760289042432377,-0.009386486318410584,-0.034887598775364084,0.004590306263239127,0.011099450339873685,0.03004143341009953,-0.011067651950211569,0.033225141053660895,0.023251127322663104,-0.02428168739065191,-0.02307737248458656,-0.027187870447914993,0.009905896978658,-0.005411115770420067,0.025553161367440368,0.01609805327572752,-0.0218352359353172,-0.021459510649965208,-0.0143921751888613,-0.033216408990109275,-0.013460563588344052,0.011714355556644115,0.018117949911382315,6.543647124685687e-05,0.01196243907019281,-0.022803366426219145,-0.011006985387276996,0.01982769688111485,0.032253901646047876,1.0,-0.021786803521771675,-0.014937798354711814,0.03182480555893362,0.002545749539976411,-0.011260769834651543,0.00469612805618845,0.006633962731012304,-0.018685221580593697,-0.034496570952551084,0.010503121527766219,0.03528015730036942,-0.04001543744261228,0.02082948989315696,0.038717941347818724,0.02249966017480144,0.024491260713390105,-0.002392950332348926,0.0025207154068050235,-0.033990717027855596,-0.03789254167586847,-0.040286129232545966,-0.020511257613954094,-0.03706710497142024,0.012670015963377747,-0.028600432017753648,0.032003607363451606,0.011115403751574786,0.04299399940758489,0.03544928047537312,0.029466039044152362,0.02617843708752643,0.044781890254560856,0.004810024636191111,-0.038484499302602365,0.023015220302037037,-0.04168396064928322,0.03980632085558976,-0.03419136849308838,0.04122183476615366,-0.024917069174012565,0.032163948475039415,0.038998453809904486,-0.012082892123418745,-0.04294847008275449,0.055132168341499276,0.0039880142675793985,0.03539304174773085,-0.0014648440627816636,-0.023609901711300934,0.013618037103577063,0.010613967371318754,0.012689269555877805,0.039104969792848145,-0.004955225710688129,-0.04750680876695241,-0.04976299755887566,-0.02299336746808712,-0.05268926709547335,-0.0343254957723272,0.015893146474090347,0.06285316903413637,-0.010271840650983055,0.03137696417486625,-0.005644195670333131,-0.06580358041878212,-0.0650814770165973,-0.07103162979242512,-0.012072010429346226,0.002443753815039879
eː,0.016636690558250213,-0.05621665177539032,0.045758080940408626,0.05168491687005734,0.04711034599269571,0.015214334718180284,0.014959374545190926,0.018302467025274206,-0.028963200528810507,0.014376278915076621,0.026129775597125482,-0.02682957753988379,-0.0006594995061688386,0.025808654043652814,0.03255519345039152,-0.022445212529471768,0.029608089524259723,-0.012975543742971536,-0.018467282895569447,-0.007553219175254746,0.018941791881032226,-0.030540168248043814,0.006429584231093449,-0.01717062853082757,0.02606205529295087,0.00967308524292064,-0.0003379518890701029,0.016577387415157428,-0.03357600186111305,0.03443069142392972,-0.0032791228044424265,-0.0017038139522480697,0.02601553179945691,-0.021786803521771675,1.0,0.023207407586290526,-0.022480202021047883,-0.005232976490717541,-0.03593260203806448,-0.02129320501849922,-0.022173583446796888,0.0022912191367188833,0.037109169202975405,0.025025191334393966,0.0013449993760156578,0.02988293535307985,0.041180305704051776,0.012575592986981418,0.030621786842589167,-0.0189665120234799,0.04349380498795963,0.007799687264557672,0.004415653080038908,0.03227413520975432,0.02985920051276265,-0.010218129229930612,0.001599339316074433,-0.03208790195784484,0.003448859309122915,0.04701740021928514,-0.023454335488276603,-0.04528535087141771,-0.04503424756168557,-0.04898838524936097,0.04255630350493147,-0.016317917483171268,0.032497296889837504,-0.046901899397269305,-0.003219047721401249,0.0348442692649999,0.04599517688037712,-0.025996204120061955,-0.0369017055786384,-0.0063189276299564475,0.047901561966813576,-0.04374434174293054,-0.043848298803365736,-0.05370327341398973,0.042364082507654825,-0.030718332635481516,0.048759743475397646,0.01931625094859307,0.004799367627807875,0.002108565245960348,-0.009391195278625152,-0.00015929818405006934,0.043831074614971835,0.03285452081484724,-0.032685850740990306,0.009497387867712148,0.023969906817624353,0.035398248685917885,0.012500927300496565,-0.009379542704534168,-0.008866025585365499,0.028620236918915586,0.05237944473806724,-0.014146337155557392,0.07138681099338856,-0.002925016599665175,-0.04849193006394982,0.0027102689986248743,0.0027102689986248743
oː,0.015286961992083523,-0.0445298580705635,0.050891826093598255,0.03487677398023474,0.026750710720839642,-0.008005395790073108,0.023827586870396184,1.658723247221829e-05,-0.006858831419572479,0.022138238089844345,0.021241175009270037,-0.013355523069843568,0.005340275280288885,0.0018603467602657353,0.024255798086152473,-0.02184075740080402,0.03166358749565906,-0.009109594436165071,-0.017869861508291843,-0.013591234929224356,0.012282851314650524,-0.033119358048774125,0.019298857868418923,0.02734212923249458,-0.023247820273369905,-0.0028687095314421764,-0.006200270988518264,-0.0012390883773737503,-0.01199192985657919,0.004676875586791617,0.0016082113346640246,0.005347694903972535,0.02067683240648812,-0.014937798354711814,0.023207407586290526,1.0,-0.028954093692127432,-0.0037877223701279794,-0.03730109132201898,-0.025372221671253244,-0.026292061184718364,0.0003018175960279472,0.03797255135853078,0.0025452973106269406,0.004849564013238781,0.03936193010992113,0.030244498606721702,0.027852288268848124,0.025266149042022314,-0.02473015801614172,0.025018703595276585,-0.0047970355719922425,-0.0019891639160464895,0.02907748010328769,0.029844593642368116,0.0024197513129890547,0.004622917575141585,-0.032497305499508695,-0.016263573459350082,-0.04443396150774132,-0.023842319768116203,0.04402537092465082,-0.04240767760215653,0.04220283582017415,0.04220283582017415,-0.04081781245022714,0.01164524742754449,-0.030688609322278678,0.05080129987253452,0.03780768800368058,-0.05113861998949927,-0.03725818895886955,-0.04484874791894584,-0.014189682970535201,0.04024991602917579,0.047302888913656915,0.04866322179354954,0.05251122261021111,-0.05718920457716649,-0.02456768577425937,0.051270405701768856,0.017502729741833208,0.015326335411415311,0.00015300318795291907,-0.007249741396087242,-0.014774905486026476,0.04192846670079823,0.03947215237265719,-0.03956901655025881,0.01604635079862978,0.016919424801135747,0.01911997958258183,0.0007106541083791476,-0.016717441360275875,0.0024037482949787995,0.04018852340212658,0.04496409280596163,-0.007567170636223921,-0.06543583517681335,0.013556423670022367,-0.05688688095484082,-0.010472986009883443,0.014493290893607324
t̪,0.06393893339548139,0.015463662473196114,0.038985200577400264,0.05261888673506191,-0.04278801869535195,-0.04601079396207824,0.035127049756227886,-0.02454051528692109,-0.00027983081815169115,0.028184248579968645,0.0184194897539005,0.0255840007491753,0.02423098450189973,0.011955656473997127,0.034129335343852804,-0.0060959595525615995,0.029005235128121157,0.024258393720102127,-0.03264268076224613,-0.006478513504399878,-0.03048485740128139,0.013446112947079515,-0.015212182292673114,0.0335651928427323,0.008146812268791341,-0.015269709746292052,-0.019085398168078867,-0.016940334474679165,0.01996195459352845,-0.0088040922242407,-0.02864657058488742,-0.010960074062367535,0.029160411539082165,0.03182480555893362,-0.022480202021047883,-0.028954093692127432,1.0,0.010326552727068948,0.01916769633126803,0.03789177291133431,-0.03282477022251485,0.018489236402626993,0.016116037209008664,-0.026169509609694743,-0.043896054881931906,-0.01571684782723754,0.010277952344322206,-0.009886223578048692,0.01685441829348336,-0.026038435945816008,-0.010719157444203747,-0.04405669788076148,0.040108205944542535,-0.03422721351005219,-0.03676293600294033,0.04832481666130519,-0.04022993657611039,-0.034959035254048566,0.023524520583758386,0.03443811093205754,-0.00215502295638853,-0.014293695352038787,-0.047982493069819165,-0.03165621632134974,-0.0116848244876824,0.03289601665199746,0.04471873200705789,-0.02950638526660401,-0.046277832812699704,0.019470712316870198,0.036072416454083274,-0.022187854962886947,-0.043669372811312245,-0.041942087082165555,0.0022591618220244632,-0.011856950524638083,-0.015962218862696234,0.03798583293989041,-0.005100096730527083,-0.029684612259396784,0.01157507702178199,-0.011079005824686693,0.045212447957500915,0.01663577763914345,-0.03249188569064535,-0.05277053085597751,0.027473695128931115,0.026612419312984414,-0.06566873965849349,-0.010630208083512636,0.030933412421194573,0.060863982344421266,-0.012826392161885967,-0.044183611479007595,-0.03497897814874624,0.0553846998886082,0.044702204042062474,0.06972173378791958,0.04104766598929682,-0.06447540700572162,0.0688915167013608,-0.06577890058987407,-0.060194181224031036
