,m,i,k,j,u,a,p,w,n,t,l,s,e,ŋ,o,b,ɡ,h,d,r,ɲ,f,t̠ʃ,ɛ,ʔ,ɔ,iː,aː,ʃ,uː,z,d̠ʒ,v,ɾ,eː,oː,t̪,ts,ə,˦,˨,ĩ,ã,n̪,ũ,ɨ,kʰ,x,pʰ,ʈ,ȵ,ɳ,ɪ,ɡb,kp,ʒ,ɣ,c,ʊ,kʷ,ɭ,d̪,tʰ,mb,ɟ,ȶ,ɔː,õ,ɛː,ɻ,˧,ẽ,nd,β,ɓ,ŋɡ,dz,ɗ,ɛ̃,ȴ,ɔ̃,q,kʼ,e̞,o̞,ɖ,l̪,ɑ,ɡʷ,χ,æ,ʂ,tsʰ,t̠ʃʰ,ɯ,tʼ,ɽ,t̠ʃʼ,˦˨,ɬ,n̠d̠ʒ,ð,pʼ
ʔ,0.35238987816307404,0.3439429928741093,0.3326867119301649,0.33610161211529066,0.3262135922330097,0.34997503744383424,0.32809330628803246,0.3343542623787647,0.3376690946930281,0.31942125765164164,0.2849193099610462,0.34400948991696323,0.301909307875895,0.2569284064665127,0.31517747858017137,0.2965222696766321,0.27261064785118666,0.3943060498220641,0.2669461914744934,0.20307281229124916,0.21281138790035586,0.18622628250175685,0.25954793452844893,0.21302681992337164,1.0,0.19510328997704668,0.2068696330991413,0.21451612903225806,0.2606873428331936,0.18975180144115292,0.17178423236514523,0.18038528896672504,0.14140558848433532,0.19746376811594202,0.17506874427131072,0.18274582560296845,0.10398613518197573,0.19754253308128544,0.18779342723004694,0.12882882882882882,0.1251125112511251,0.16633858267716536,0.15773809523809523,0.07706592386258125,0.14796425024826215,0.19730010384215993,0.1717479674796748,0.15609264853977844,0.16581371545547594,0.04151291512915129,0.03780718336483932,0.04003813155386082,0.0958627648839556,0.06937561942517344,0.06838453914767097,0.10472279260780287,0.11191709844559586,0.10995850622406639,0.08629441624365482,0.15193965517241378,0.03488372093023256,0.08307692307692308,0.1431693989071038,0.11922663802363051,0.08091286307053942,0.01364522417153996,0.1016949152542373,0.10885805763073639,0.1007423117709438,0.03290129611166501,0.09766454352441614,0.10526315789473684,0.11171366594360087,0.08723404255319149,0.11597374179431072,0.11232279171210469,0.09415584415584416,0.11503416856492027,0.05773420479302832,0.0010416666666666667,0.052805280528052806,0.09953703703703703,0.14769975786924938,0.09353348729792148,0.09744779582366589,0.03508771929824561,0.030735455543358946,0.04971751412429379,0.06292906178489703,0.0783625730994152,0.05523590333716916,0.040955631399317405,0.06643356643356643,0.07656065959952886,0.07701421800947868,0.11179361179361179,0.03192702394526796,0.10365853658536585,0.04503464203233257,0.08574879227053141,0.06042654028436019,0.04806565064478312,0.1037037037037037
ɔ,0.3549600376116596,0.3529693486590038,0.356401384083045,0.3506429277942631,0.3674185463659148,0.3520280420630946,0.34102564102564104,0.34953464322647365,0.35390295358649787,0.35334476843910806,0.3663307646710136,0.3997524752475248,0.38903061224489793,0.35727670206121176,0.3829787234042553,0.4340770791075051,0.40326009922041106,0.3173854447439353,0.4177115987460815,0.2735648476257973,0.41903171953255425,0.4405474764756202,0.24478764478764478,0.7332601536772777,0.19510328997704668,1.0,0.20562939796716184,0.1949085123309467,0.20967741935483872,0.2048780487804878,0.31220876048462254,0.25842696629213485,0.3373134328358209,0.11694915254237288,0.2,0.19230769230769232,0.1229000884173298,0.15027322404371585,0.22665369649805447,0.3755506607929515,0.3737596471885336,0.20633299284984677,0.19773429454170957,0.06938020351526364,0.20376175548589343,0.09952153110047847,0.13875123885034688,0.11937377690802348,0.14300100704934543,0.056338028169014086,0.0009149130832570906,0.02547169811320755,0.24367816091954023,0.32389162561576357,0.3177914110429448,0.14164004259850904,0.12882787750791974,0.185761957730812,0.23665893271461716,0.10134436401240951,0.022094140249759846,0.12034078807241747,0.11563169164882227,0.15719063545150502,0.17155756207674944,0.0,0.2998745294855709,0.12134344528710726,0.24129651860744297,0.006829268292682927,0.21462264150943397,0.11777535441657579,0.15759637188208617,0.07497360084477296,0.167816091954023,0.15192743764172337,0.112707182320442,0.1284722222222222,0.20423412204234123,0.0,0.21711366538952745,0.030501089324618737,0.02832244008714597,0.016163793103448277,0.0042643923240938165,0.08294930875576037,0.025219298245614034,0.0743321718931475,0.08187134502923976,0.04914285714285714,0.05916473317865429,0.0259009009009009,0.043528064146620846,0.04357798165137615,0.07995226730310262,0.020385050962627407,0.048894062863795114,0.019230769230769232,0.10687960687960688,0.03229527104959631,0.0773881499395405,0.047058823529411764,0.020642201834862386
iː,0.35316336166194523,0.3369823893384103,0.33725490196078434,0.35276532137518685,0.3209936678032148,0.3306891422905305,0.33009211873080857,0.3316221765913758,0.3356020942408377,0.3010514665190924,0.3362521891418564,0.3111500291885581,0.2702702702702703,0.32331288343558284,0.2825301204819277,0.27730582524271846,0.26383526383526384,0.27986798679867986,0.24600416956219598,0.2694226657163222,0.24833209785025945,0.24384787472035793,0.22863741339491916,0.21634241245136188,0.2068696330991413,0.20562939796716184,1.0,0.7990314769975787,0.21939194741166804,0.8867438867438867,0.19076133447390933,0.1867739052725648,0.156794425087108,0.14713656387665197,0.6055979643765903,0.6007653061224489,0.1830188679245283,0.13777372262773724,0.1464088397790055,0.16761363636363635,0.16698292220113853,0.1021759697256386,0.11251212415130941,0.15853658536585366,0.1029126213592233,0.0862895493767977,0.12736318407960198,0.13139418254764293,0.12349397590361445,0.1661409043112513,0.14558979808714134,0.14668094218415417,0.12210526315789473,0.08171603677221655,0.08069458631256383,0.11746031746031746,0.1049317943336831,0.1111111111111111,0.12059765208110992,0.07040816326530612,0.12567132116004295,0.11278195488721804,0.10918918918918918,0.0826271186440678,0.10367170626349892,0.13333333333333333,0.30268199233716475,0.08983957219251337,0.30179028132992325,0.1091703056768559,0.09149623250807319,0.09081081081081081,0.08414239482200647,0.07165775401069518,0.08342361863488625,0.07991360691144708,0.06559139784946237,0.08117249154453213,0.07336343115124154,0.08410138248847926,0.06477272727272727,0.07888631090487239,0.06789413118527042,0.03114571746384872,0.033482142857142856,0.09349112426035502,0.06984866123399301,0.06690140845070422,0.04004576659038902,0.06998813760379596,0.06532066508313539,0.05418138987043581,0.05667060212514758,0.05924170616113744,0.05207100591715976,0.05861244019138756,0.06498194945848375,0.052318668252080855,0.05734767025089606,0.05017921146953405,0.05421686746987952,0.045454545454545456,0.047961630695443645
aː,0.33553875236294894,0.3242467718794835,0.32609768130241734,0.33950926389584374,0.31431382193802265,0.36078229541945445,0.31975244971634864,0.3343782654127482,0.325065963060686,0.298314606741573,0.32762691853600945,0.2840512223515716,0.26686567164179104,0.323125,0.27378048780487807,0.23949579831932774,0.22236340533672172,0.25512227362855255,0.2199025748086291,0.2597684515195369,0.23888470233609646,0.2113095238095238,0.21657544956997654,0.19357366771159876,0.21451612903225806,0.1949085123309467,0.7990314769975787,1.0,0.18945634266886327,0.7475490196078431,0.16652286453839515,0.15827338129496402,0.14184397163120568,0.13387241689128482,0.570694087403599,0.5556978233034571,0.18093385214007782,0.12383612662942271,0.1357210179076343,0.1765285996055227,0.17357001972386588,0.09649122807017543,0.11033099297893681,0.16279069767441862,0.096,0.08540218470705065,0.10851926977687627,0.10681586978636826,0.10102040816326531,0.17086527929901424,0.1755379388448471,0.166289592760181,0.11279826464208242,0.08635394456289978,0.08528784648187633,0.08200212992545261,0.08924731182795699,0.10624315443592552,0.10382513661202186,0.07226354941551541,0.14545454545454545,0.09090909090909091,0.1029082774049217,0.09111111111111111,0.08869179600886919,0.15839243498817968,0.2980132450331126,0.08657047724750278,0.28346456692913385,0.13752913752913754,0.09438202247191012,0.08632286995515695,0.0928652321630804,0.07126948775055679,0.08720271800679502,0.08720271800679502,0.0473568281938326,0.08886255924170616,0.07429245283018868,0.10824108241082411,0.06785714285714285,0.07228915662650602,0.0673076923076923,0.02306805074971165,0.020737327188940093,0.07281553398058252,0.0745721271393643,0.023557126030624265,0.038231780167264036,0.04866180048661801,0.04257907542579075,0.046511627906976744,0.05166051660516605,0.05043050430504305,0.042997542997543,0.05889724310776942,0.05361596009975062,0.05099502487562189,0.06423173803526448,0.04744069912609238,0.05964467005076142,0.04119850187265917,0.04642409033877039
ʃ,0.3333333333333333,0.3088930936613056,0.3173124080431584,0.32786885245901637,0.2898550724637681,0.29891838741396265,0.29796954314720814,0.2875882946518668,0.3156790770844258,0.3030474040632054,0.2818026240730177,0.3757802746566791,0.2725090036014406,0.18090452261306533,0.277233782129743,0.32668810289389066,0.32643202208419597,0.36770007209805333,0.2827838827838828,0.20680083275503122,0.273855702094647,0.3198051948051948,0.4660377358490566,0.22859450726978997,0.2606873428331936,0.20967741935483872,0.21939194741166804,0.18945634266886327,1.0,0.19563392107472713,0.3119533527696793,0.32714138286893707,0.2224334600760456,0.2045889101338432,0.17420596727622714,0.18341463414634146,0.1008174386920981,0.2929184549356223,0.17023346303501946,0.1518375241779497,0.14893617021276595,0.12637913741223672,0.12296747967479675,0.06498545101842872,0.11860940695296524,0.17060085836909872,0.15084388185654007,0.21612541993281076,0.13847780126849896,0.031914893617021274,0.0,0.010805500982318271,0.10583153347732181,0.0935483870967742,0.09482758620689655,0.3721244925575101,0.15940366972477063,0.09684439608269858,0.10647639956092206,0.14301929625425652,0.007007007007007007,0.11434977578475336,0.11691259931895573,0.09375,0.1036036036036036,0.0,0.09518477043673013,0.07955801104972375,0.10158013544018059,0.008281573498964804,0.08603351955307263,0.07683741648106904,0.08936651583710407,0.10091743119266056,0.08616780045351474,0.09111617312072894,0.13110846245530394,0.07882352941176471,0.06440281030444965,0.0,0.055424528301886794,0.13409961685823754,0.15514993481095177,0.0832313341493268,0.09001233045622688,0.045023696682464455,0.0378698224852071,0.07037037037037037,0.10025380710659898,0.11688311688311688,0.05947955390334572,0.07838179519595449,0.08386277001270648,0.136,0.04826732673267327,0.12101063829787234,0.03690036900369004,0.13765182186234817,0.049813200498132,0.07583547557840617,0.08041504539559015,0.05717916137229987,0.09762532981530343
uː,0.3254605573925366,0.30967127203430206,0.31105651105651105,0.3281640820410205,0.3293233082706767,0.30677290836653387,0.30606995884773663,0.31499740529320186,0.3055555555555556,0.27419354838709675,0.32599643069601425,0.2866391995291348,0.25642558278541544,0.31886792452830187,0.26004872107186355,0.26782393056416615,0.2559366754617414,0.2518321119253831,0.2396280400572246,0.2767062314540059,0.23780487804878048,0.2416988416988417,0.20376175548589343,0.21014492753623187,0.18975180144115292,0.2048780487804878,0.8867438867438867,0.7475490196078431,0.19563392107472713,1.0,0.1935483870967742,0.186155285313377,0.16544117647058823,0.12093862815884476,0.5920529801324503,0.5661861074705111,0.18334985133795836,0.12511848341232226,0.15160349854227406,0.17417417417417416,0.17352056168505517,0.09405940594059406,0.10355329949238579,0.16129032258064516,0.10472279260780287,0.08056394763343404,0.12356020942408377,0.12302839116719243,0.12539851222104145,0.17075892857142858,0.1515837104072398,0.1541095890410959,0.11902113459399333,0.08823529411764706,0.08833151581243184,0.11784511784511785,0.1008869179600887,0.11486486486486487,0.11361079865016872,0.07034632034632035,0.13043478260869565,0.11288483466362599,0.104,0.08700564971751412,0.10829493087557604,0.1387900355871886,0.3079019073569482,0.07995495495495496,0.29986431478968795,0.11551925320886815,0.09529276693455797,0.08333333333333333,0.08870967741935484,0.06681766704416761,0.08545034642032333,0.08545034642032333,0.06643757159221077,0.08313253012048193,0.07608695652173914,0.08631319358816276,0.06561360874848117,0.07142857142857142,0.05982905982905983,0.03214285714285714,0.03341288782816229,0.09644670050761421,0.07107231920199501,0.06658291457286432,0.04428044280442804,0.06852791878172589,0.06218274111675127,0.054292929292929296,0.050314465408805034,0.05436156763590392,0.04539722572509458,0.05229591836734694,0.06589147286821706,0.048284625158831,0.06314432989690721,0.04066073697585769,0.057068741893644616,0.04627249357326478,0.04358974358974359
z,0.2898961284230406,0.2732032365540219,0.28035538005923,0.2898550724637681,0.2813121272365805,0.2623762376237624,0.2699639361154044,0.2686952037132542,0.30931744312026005,0.2867092280905398,0.3261538461538461,0.4146014735432016,0.31432274789371356,0.2411042944785276,0.3099146421536441,0.40886347390993566,0.4512291831879461,0.29113018597997137,0.4083191850594228,0.27773467804499613,0.2916666666666667,0.4430856067732832,0.2690972222222222,0.3074107959743824,0.17178423236514523,0.31220876048462254,0.19076133447390933,0.16652286453839515,0.3119533527696793,0.1935483870967742,1.0,0.32519422863485015,0.4832298136645963,0.11556829035339064,0.181151832460733,0.18248945147679324,0.09803921568627451,0.2533783783783784,0.20108108108108108,0.2990543735224586,0.2985781990521327,0.15195530726256984,0.14722536806342015,0.04791666666666667,0.1543778801843318,0.10631229235880399,0.16705607476635514,0.16941176470588235,0.15746180963572268,0.05177993527508091,0.0,0.02292576419213974,0.1708542713567839,0.25,0.24360699865410498,0.32661870503597124,0.20130718954248367,0.11165048543689321,0.1639135959339263,0.12269938650306748,0.015555555555555555,0.1275,0.1276864728192162,0.16382699868938402,0.12690355329949238,0.0,0.13154533844189017,0.10074626865671642,0.14656290531776914,0.008,0.18598382749326145,0.1034047919293821,0.1691275167785235,0.07558859975216853,0.1928374655647383,0.15620827770360482,0.21045197740112995,0.15546218487394958,0.13157894736842105,0.0,0.12622720897615708,0.06702412868632708,0.09517241379310344,0.039318479685452164,0.03800786369593709,0.10027855153203342,0.011597938144329897,0.09154929577464789,0.13803230543318648,0.08936170212765958,0.059722222222222225,0.05988857938718663,0.09971098265895954,0.08726752503576538,0.03994490358126722,0.07439198855507868,0.05034965034965035,0.08057553956834532,0.097953216374269,0.09077598828696926,0.08970588235294118,0.05113636363636364,0.04667609618104668
d̠ʒ,0.25908447380840016,0.24928229665071772,0.25185551707075704,0.2559880239520958,0.2526158445440957,0.24175824175824176,0.23254620123203285,0.2433834976647639,0.25560298826040556,0.2423542989036353,0.2513464991023339,0.3019707565162111,0.26627981947130885,0.22208359326263255,0.27123107307439104,0.3818840579710145,0.41393114491593275,0.27359180687637163,0.36792452830188677,0.23094867807153965,0.28324697754749567,0.3611111111111111,0.5048439181916039,0.2569060773480663,0.18038528896672504,0.25842696629213485,0.1867739052725648,0.15827338129496402,0.32714138286893707,0.186155285313377,0.32519422863485015,1.0,0.2914285714285714,0.11967545638945233,0.17569060773480663,0.17837235228539577,0.09657320872274143,0.13160733549083065,0.19112627986348124,0.25151148730350664,0.2509090909090909,0.13497652582159625,0.12440758293838862,0.054871220604703244,0.13148371531966224,0.11442193087008343,0.11708482676224612,0.13553113553113552,0.11231884057971014,0.03758542141230068,0.0,0.015116279069767442,0.12289780077619664,0.2109704641350211,0.2011173184357542,0.24709302325581395,0.13245033112582782,0.03523693803159174,0.12847682119205298,0.10233160621761658,0.011904761904761904,0.12483221476510067,0.08093994778067885,0.16056338028169015,0.043037974683544304,0.0,0.14325452016689846,0.10796221322537113,0.12637362637362637,0.008631319358816275,0.14767932489451477,0.10641200545702592,0.1628242074927954,0.102880658436214,0.1295774647887324,0.15895953757225434,0.13285714285714287,0.11911764705882352,0.09766763848396501,0.0,0.09319526627218935,0.06550218340611354,0.07352941176470588,0.059593023255813955,0.06432748538011696,0.0723781388478582,0.028530670470756064,0.05961251862891207,0.10747663551401869,0.08141321044546851,0.04484304932735426,0.03106508875739645,0.04969879518072289,0.11538461538461539,0.039097744360902256,0.042488619119878605,0.03619909502262444,0.0734375,0.09744408945686901,0.05092592592592592,0.1552901023890785,0.04160246533127889,0.04643962848297214
v,0.2614657210401891,0.24689589302769818,0.2568306010928962,0.2559880239520958,0.2576288144072036,0.23681592039800994,0.2643496577145866,0.2255754475703325,0.2609860664523044,0.246670526925304,0.2765567765567766,0.3161953727506427,0.26955397543632836,0.23830594184576487,0.27796161482461945,0.3458009880028229,0.37111801242236025,0.2498205312275664,0.33921074727120065,0.23575331772053085,0.274442538593482,0.524896265560166,0.2273924495171203,0.3304093567251462,0.14140558848433532,0.3373134328358209,0.156794425087108,0.14184397163120568,0.2224334600760456,0.16544117647058823,0.4832298136645963,0.2914285714285714,1.0,0.09198813056379822,0.15151515151515152,0.1476655808903366,0.11510031678986272,0.19069239500567536,0.1646273637374861,0.3235294117647059,0.3213828425096031,0.14845605700712589,0.1475211608222491,0.06440677966101695,0.15375153751537515,0.0935672514619883,0.10650887573964497,0.14956736711990112,0.11501210653753027,0.03640500568828214,0.0,0.025851938895417155,0.17774762550881953,0.3266563944530046,0.3169984686064318,0.23453237410071942,0.17768595041322313,0.1375166889185581,0.17517241379310344,0.09948320413436693,0.02286401925391095,0.1293800539083558,0.08661417322834646,0.1839080459770115,0.11956521739130435,0.0,0.14166666666666666,0.09612817089452604,0.15007012622720897,0.006150061500615006,0.2,0.09152086137281291,0.17982456140350878,0.072,0.20783132530120482,0.17423133235724744,0.17655786350148367,0.15303030303030302,0.16024653312788906,0.0,0.14930015552099535,0.057803468208092484,0.02097902097902098,0.044412607449856735,0.04597701149425287,0.0771513353115727,0.03443328550932568,0.07727272727272727,0.10747663551401869,0.07317073170731707,0.06880733944954129,0.052870090634441085,0.03106508875739645,0.037257824143070044,0.053353658536585365,0.010294117647058823,0.042488619119878605,0.014771048744460856,0.11889250814332247,0.06074766355140187,0.09369951534733441,0.06289308176100629,0.018072289156626505
ɾ,0.2380506091846298,0.2451830443159923,0.2513743128435782,0.2270935960591133,0.22140402552773686,0.2380473074987418,0.24868559411146163,0.2185089974293059,0.2578378378378378,0.25783560023654645,0.1786529680365297,0.25590062111801243,0.22580645161290322,0.14446417998815866,0.23141564318034907,0.20499679692504805,0.18528610354223432,0.2554904831625183,0.17792792792792791,0.05345060893098782,0.17552334943639292,0.11937984496124031,0.23381294964028776,0.12900505902192244,0.19746376811594202,0.11694915254237288,0.14713656387665197,0.13387241689128482,0.2045889101338432,0.12093862815884476,0.11556829035339064,0.11967545638945233,0.09198813056379822,1.0,0.12459371614301191,0.126775956284153,0.11231101511879049,0.1731651376146789,0.12693156732891833,0.060988433228180865,0.06118143459915612,0.19416243654822335,0.18333333333333332,0.07891637220259129,0.17374517374517376,0.27848101265822783,0.12222222222222222,0.13,0.12015018773466833,0.0779537149817296,0.02031063321385902,0.05875,0.08226221079691516,0.03855721393034826,0.03731343283582089,0.08616187989556136,0.07802340702210664,0.05761843790012804,0.08115183246073299,0.10887096774193548,0.05641025641025641,0.11080711354309165,0.1046831955922865,0.05695364238410596,0.05555555555555555,0.021822849807445442,0.045992115637319315,0.16398243045387995,0.05305039787798409,0.025906735751295335,0.058981233243967826,0.16468842729970326,0.056833558863328824,0.11781609195402298,0.051490514905149054,0.05434782608695652,0.0742296918767507,0.05300859598853868,0.04454022988505747,0.021367521367521368,0.03183791606367583,0.061654135338345864,0.052316890881913304,0.06676783004552352,0.06525037936267071,0.0654490106544901,0.026587887740029542,0.05384615384615385,0.03787878787878788,0.035114503816793895,0.043410852713178294,0.08225806451612903,0.03869969040247678,0.056782334384858045,0.07258064516129033,0.044233807266982623,0.05929487179487179,0.04588607594936709,0.024806201550387597,0.0234375,0.02037617554858934,0.04,0.04501607717041801
eː,0.2290977798771847,0.21886973180076627,0.23138430784607697,0.23227752639517346,0.2130822596630327,0.22531645569620254,0.22315348349921424,0.22373949579831934,0.2315562735595046,0.21549213744903903,0.23929008567931456,0.26807421625079975,0.3026767330130405,0.2119078104993598,0.28887353144436767,0.24140256237356708,0.23099203475742217,0.23982235381199113,0.23207091055600323,0.17871017871017872,0.24561403508771928,0.22086956521739132,0.20216606498194944,0.18847209515096067,0.17506874427131072,0.2,0.6055979643765903,0.570694087403599,0.17420596727622714,0.5920529801324503,0.181151832460733,0.17569060773480663,0.15151515151515152,0.12459371614301191,1.0,0.8420074349442379,0.11738148984198646,0.12471395881006865,0.148711943793911,0.19777503090234858,0.1970260223048327,0.1150990099009901,0.12915601023017903,0.08014796547472257,0.10941475826972011,0.08084577114427861,0.12857142857142856,0.1134020618556701,0.12057667103538663,0.09455958549222798,0.03299492385786802,0.056282722513089,0.14407988587731813,0.1087866108786611,0.10739191073919108,0.08791208791208792,0.09279778393351801,0.12285714285714286,0.14078374455732948,0.06802721088435375,0.037037037037037035,0.113997113997114,0.11240875912408758,0.10980966325036604,0.10495626822157435,0.03278688524590164,0.3333333333333333,0.11029411764705882,0.3090277777777778,0.010752688172043012,0.10456553755522828,0.11861861861861862,0.11261261261261261,0.07737226277372262,0.10179640718562874,0.10843373493975904,0.05822416302765648,0.09621451104100946,0.08530805687203792,0.004451038575667656,0.08373590982286634,0.06902086677367576,0.0624,0.012213740458015267,0.0076103500761035,0.11298482293423272,0.025039123630672927,0.06788079470198675,0.0420032310177706,0.056291390728476824,0.06030150753768844,0.06408094435075885,0.05518394648829431,0.046511627906976744,0.0451505016722408,0.05792163543441227,0.06701030927835051,0.04194630872483222,0.07439446366782007,0.044142614601018676,0.08141592920353982,0.04452054794520548,0.04452054794520548
oː,0.22579121398205007,0.21726618705035972,0.22911455727863933,0.22629202207727045,0.20662382600098864,0.21807168096920748,0.2220472440944882,0.21686746987951808,0.23376623376623376,0.21495327102803738,0.2350061199510404,0.27009646302250806,0.2759784075573549,0.20127388535031848,0.31029619181946405,0.2391891891891892,0.22948438634713145,0.23922734026745915,0.23039611964430073,0.17418351477449456,0.2405618964003512,0.21795989537925023,0.20673952641165755,0.20860617399438727,0.18274582560296845,0.19230769230769232,0.6007653061224489,0.5556978233034571,0.18341463414634146,0.5661861074705111,0.18248945147679324,0.17837235228539577,0.1476655808903366,0.126775956284153,0.8420074349442379,1.0,0.11325028312570781,0.12442396313364056,0.14723203769140164,0.19503105590062111,0.19427148194271482,0.1133250311332503,0.12886597938144329,0.06888068880688807,0.110397946084724,0.08427672955974842,0.12239583333333333,0.12026143790849673,0.11725955204216074,0.09114583333333333,0.024111675126903553,0.049868766404199474,0.1406025824964132,0.10674157303370786,0.10689170182841069,0.09331476323119778,0.0937062937062937,0.12247838616714697,0.13062409288824384,0.07015130674002751,0.036,0.10869565217391304,0.11356932153392331,0.10441176470588236,0.10441176470588236,0.021828103683492497,0.32098765432098764,0.11808669656203288,0.3483754512635379,0.010854816824966078,0.10730253353204174,0.11312217194570136,0.10876132930513595,0.07342143906020558,0.09789156626506024,0.10120845921450151,0.051094890510948905,0.09206349206349207,0.0932475884244373,0.006006006006006006,0.08469055374592833,0.06807131280388978,0.06655844155844155,0.01078582434514638,0.007692307692307693,0.10677966101694915,0.023696682464454975,0.07046979865771812,0.03908794788273615,0.0587248322147651,0.057432432432432436,0.0576271186440678,0.050505050505050504,0.04355108877721943,0.04923599320882852,0.06228373702422145,0.06412478336221837,0.04421768707482993,0.07719298245614035,0.05008635578583765,0.07857142857142857,0.039655172413793106,0.04869565217391304
t̪,0.22996680891417734,0.22442084942084942,0.24543610547667344,0.22887323943661972,0.23107971745711403,0.21084337349397592,0.24371993586317478,0.2112676056338028,0.15920651068158698,0.1,0.2114114114114114,0.12864493996569468,0.16379310344827586,0.25249169435215946,0.16499372647427854,0.1727447216890595,0.17663421418636996,0.12559081701553004,0.04607977991746905,0.234860883797054,0.13141025641025642,0.12038523274478331,0.10058187863674148,0.11678200692041522,0.10398613518197573,0.1229000884173298,0.1830188679245283,0.18093385214007782,0.1008174386920981,0.18334985133795836,0.09803921568627451,0.09657320872274143,0.11510031678986272,0.11231101511879049,0.11738148984198646,0.11325028312570781,1.0,0.0930493273542601,0.1353558926487748,0.06659267480577137,0.07039106145251396,0.04322429906542056,0.03795966785290629,0.5753176043557169,0.04727272727272727,0.05904059040590406,0.1124031007751938,0.10167310167310167,0.11300919842312747,0.3565640194489465,0.24382716049382716,0.2825040128410915,0.11360448807854137,0.03416557161629435,0.0328515111695138,0.06957708049113233,0.07280219780219781,0.07458563535911603,0.10198300283286119,0.06147540983606557,0.24758842443729903,0.4524714828897338,0.02029769959404601,0.025991792065663474,0.07913669064748201,0.2677966101694915,0.05799151343705799,0.0260989010989011,0.06267806267806268,0.19806763285024154,0.0524822695035461,0.026462395543175487,0.016643550624133148,0.061046511627906974,0.03409090909090909,0.02824858757062147,0.06994047619047619,0.03619909502262444,0.016467065868263474,0.16145833333333334,0.018376722817764167,0.056179775280898875,0.02821316614420063,0.06677524429967427,0.0464,0.14788732394366197,0.2563106796116505,0.06521739130434782,0.029079159935379646,0.048252911813643926,0.06292517006802721,0.07413793103448275,0.04530201342281879,0.03322259136212625,0.03523489932885906,0.014900662251655629,0.1227106227106227,0.019966722129783693,0.009884678747940691,0.021885521885521887,0.015151515151515152,0.075,0.022071307300509338
ts,0.22490530303030304,0.21052631578947367,0.22941767068273092,0.22044088176352705,0.2002960039467193,0.19890329012961117,0.24064171122994651,0.2025974025974026,0.23814713896457765,0.2414619532654284,0.21818181818181817,0.2957839262187088,0.20242656449553,0.1599752933909821,0.20442708333333334,0.2181454302868579,0.217485549132948,0.24158563949139866,0.20349761526232116,0.17160686427457097,0.19168787107718405,0.20051858254105445,0.2554814108674929,0.17153284671532848,0.19754253308128544,0.15027322404371585,0.13777372262773724,0.12383612662942271,0.2929184549356223,0.12511848341232226,0.2533783783783784,0.13160733549083065,0.19069239500567536,0.1731651376146789,0.12471395881006865,0.12442396313364056,0.0930493273542601,1.0,0.163855421686747,0.1289940828402367,0.12411347517730496,0.09653465346534654,0.09319899244332494,0.05128205128205128,0.09450830140485313,0.14630872483221477,0.2028169014084507,0.19915254237288135,0.2034383954154728,0.06274007682458387,0.0,0.02193548387096774,0.08253094910591471,0.07883817427385892,0.07894736842105263,0.18445121951219512,0.1415929203539823,0.07832167832167833,0.08438818565400844,0.13069016152716592,0.021248339973439574,0.1067251461988304,0.1726844583987441,0.12235649546827794,0.06599713055954089,0.0,0.06465517241379311,0.05714285714285714,0.07256894049346879,0.006830601092896175,0.09212481426448738,0.06259097525473072,0.12558139534883722,0.10381679389312977,0.07772795216741404,0.1143740340030912,0.396078431372549,0.08108108108108109,0.06497622820919176,0.0,0.051118210862619806,0.12629757785467127,0.10562180579216354,0.050243111831442464,0.05032467532467533,0.08403361344537816,0.006289308176100629,0.08620689655172414,0.07876712328767123,0.10070671378091872,0.06368330464716007,0.14074074074074075,0.21499013806706113,0.09236234458259325,0.06457242582897033,0.0918918918918919,0.028862478777589132,0.08602150537634409,0.04844290657439446,0.12149532710280374,0.07194244604316546,0.056838365896980464,0.08775137111517367
